over,win_probability,over_info,forecast
1.0,SRH 69.11%,SRH 19/0,Live Forecast: SRH 194
2.0,SRH 80.05%,SRH 40/0,Live Forecast: SRH 207
3.0,SRH 88.71%,SRH 62/0,Live Forecast: SRH 222
4.0,SRH 95.23%,SRH 83/0,Live Forecast: SRH 243
5.0,SRH 97.47%,SRH 103/0,Live Forecast: SRH 258
6.0,SRH 99.17%,SRH 125/0,Live Forecast: SRH 284
7.0,SRH 98.2%,SRH 133/2,Live Forecast: SRH 266
8.0,SRH 97.13%,SRH 138/2,Live Forecast: SRH 255
9.0,SRH 97.96%,SRH 154/3,Live Forecast: SRH 263
10.0,SRH 96.45%,SRH 158/4,Live Forecast: SRH 250
11.0,SRH 95.43%,SRH 162/4,Live Forecast: SRH 244
12.0,SRH 97%,SRH 175/4,Live Forecast: SRH 254
13.0,SRH 97.25%,SRH 184/4,Live Forecast: SRH 256
14.0,SRH 97.68%,SRH 194/4,Live Forecast: SRH 260
15.0,SRH 97.68%,SRH 205/4,Live Forecast: SRH 260
16.0,SRH 97%,SRH 210/4,Live Forecast: SRH 254
17.0,SRH 97.25%,SRH 221/5,Live Forecast: SRH 256
18.0,SRH 97.13%,SRH 230/5,Live Forecast: SRH 255
19.0,SRH 97.78%,SRH 250/5,Live Forecast: SRH 261
20.0,SRH 98.2%,SRH 266/7,Live Forecast: SRH 266
1.0,SRH 98.36%,DC 16/1,DC needed 251 runs from 114 balls
2.0,SRH 99.02%,DC 25/2,DC needed 242 runs from 108 balls
3.0,SRH 97.09%,DC 55/2,DC needed 212 runs from 102 balls
4.0,SRH 97.34%,DC 61/2,DC needed 206 runs from 96 balls
5.0,SRH 94.07%,DC 81/2,DC needed 186 runs from 90 balls
6.0,SRH 96.05%,DC 88/2,DC needed 179 runs from 84 balls
7.0,SRH 94.31%,DC 109/3,DC needed 158 runs from 78 balls
8.0,SRH 78.77%,DC 131/3,DC needed 136 runs from 72 balls
9.0,SRH 87.55%,DC 136/4,DC needed 131 runs from 66 balls
10.0,SRH 97.22%,DC 138/4,DC needed 129 runs from 60 balls
11.0,SRH 98.34%,DC 143/4,DC needed 124 runs from 54 balls
12.0,SRH 98.44%,DC 153/4,DC needed 114 runs from 48 balls
13.0,SRH 99.56%,DC 157/5,DC needed 110 runs from 42 balls
14.0,SRH 99.8%,DC 159/5,DC needed 108 runs from 36 balls
15.0,SRH 99.92%,DC 166/6,DC needed 101 runs from 30 balls
16.0,SRH 99.94%,DC 179/6,DC needed 88 runs from 24 balls
17.0,SRH 99.98%,DC 188/6,DC needed 79 runs from 18 balls
18.0,SRH 99.99%,DC 199/6,DC needed 68 runs from 12 balls
19.0,SRH 99.99%,DC 199/9,DC needed 68 runs from 6 balls
20.0,SRH 100%,DC 199/10,SRH won by 67 runs
