over,win_probability,over_info,forecast
1.0,KKR 59.4%,KKR 10/0,Live Forecast: KKR 183
2.0,KKR 57.23%,KKR 18/0,Live Forecast: KKR 181
3.0,KKR 71.41%,KKR 37/0,Live Forecast: KKR 195
4.0,KKR 86.38%,KKR 57/0,Live Forecast: KKR 216
5.0,KKR 91.48%,KKR 68/1,Live Forecast: KKR 228
6.0,KKR 82.32%,KKR 70/1,Live Forecast: KKR 209
7.0,KKR 78.1%,KKR 81/1,Live Forecast: KKR 203
8.0,KKR 74.91%,KKR 86/1,Live Forecast: KKR 199
9.0,KKR 82.32%,KKR 100/1,Live Forecast: KKR 209
10.0,KKR 85.31%,KKR 110/1,Live Forecast: KKR 214
11.0,KKR 94.32%,KKR 129/1,Live Forecast: KKR 238
12.0,KKR 94.55%,KKR 140/2,Live Forecast: KKR 239
13.0,KKR 95.74%,KKR 155/2,Live Forecast: KKR 245
14.0,KKR 92.75%,KKR 162/2,Live Forecast: KKR 232
15.0,KKR 91.14%,KKR 171/3,Live Forecast: KKR 227
16.0,KKR 89.2%,KKR 178/4,Live Forecast: KKR 222
17.0,KKR 90.02%,KKR 190/4,Live Forecast: KKR 224
18.0,KKR 89.62%,KKR 200/5,Live Forecast: KKR 223
19.0,KKR 91.82%,KKR 217/5,Live Forecast: KKR 229
20.0,KKR 93.58%,KKR 235/6,Live Forecast: KKR 235
1.0,KKR 93.01%,LSG 11/0,LSG needed 225 runs from 114 balls
2.0,KKR 95.1%,LSG 20/1,LSG needed 216 runs from 108 balls
3.0,KKR 95.02%,LSG 30/1,LSG needed 206 runs from 102 balls
4.0,KKR 93.44%,LSG 43/1,LSG needed 193 runs from 96 balls
5.0,KKR 95.84%,LSG 47/1,LSG needed 189 runs from 90 balls
6.0,KKR 96.26%,LSG 55/1,LSG needed 181 runs from 84 balls
7.0,KKR 96.4%,LSG 65/1,LSG needed 171 runs from 78 balls
8.0,KKR 96.37%,LSG 76/2,LSG needed 160 runs from 72 balls
9.0,KKR 97.26%,LSG 85/3,LSG needed 151 runs from 66 balls
10.0,KKR 97.98%,LSG 96/4,LSG needed 140 runs from 60 balls
11.0,KKR 99.18%,LSG 100/4,LSG needed 136 runs from 54 balls
12.0,KKR 99.76%,LSG 107/5,LSG needed 129 runs from 48 balls
13.0,KKR 99.95%,LSG 111/6,LSG needed 125 runs from 42 balls
14.0,KKR 99.96%,LSG 125/7,LSG needed 111 runs from 36 balls
15.0,KKR 99.99%,LSG 130/8,LSG needed 106 runs from 30 balls
16.0,KKR 99.99%,LSG 137/9,LSG needed 99 runs from 24 balls
17.0,KKR 100%,LSG 137/10,KKR won by 98 runs
