over,win_probability,over_info,forecast
1.0,CSK 58.94%,RCB 2/0,Live Forecast: RCB 169
2.0,CSK 50.28%,RCB 18/0,Live Forecast: RCB 177
3.0,RCB 57.41%,RCB 31/0,Live Forecast: RCB 184
4.0,RCB 56.32%,RCB 35/0,Live Forecast: RCB 183
5.0,CSK 53.57%,RCB 37/0,Live Forecast: RCB 174
6.0,CSK 64.08%,RCB 42/0,Live Forecast: RCB 164
7.0,CSK 58.94%,RCB 52/0,Live Forecast: RCB 169
8.0,CSK 53.57%,RCB 60/0,Live Forecast: RCB 174
9.0,RCB 58.49%,RCB 70/0,Live Forecast: RCB 185
10.0,RCB 63.78%,RCB 78/1,Live Forecast: RCB 190
11.0,RCB 79.04%,RCB 98/1,Live Forecast: RCB 207
12.0,RCB 84.96%,RCB 108/1,Live Forecast: RCB 216
13.0,RCB 72.48%,RCB 113/2,Live Forecast: RCB 199
14.0,RCB 75.92%,RCB 132/2,Live Forecast: RCB 203
15.0,RCB 67.8%,RCB 138/2,Live Forecast: RCB 194
16.0,RCB 75.09%,RCB 155/2,Live Forecast: RCB 202
17.0,RCB 76.73%,RCB 171/2,Live Forecast: RCB 204
18.0,RCB 82.52%,RCB 187/3,Live Forecast: RCB 212
19.0,RCB 85.52%,RCB 205/4,Live Forecast: RCB 217
20.0,RCB 86.07%,RCB 218/5,Live Forecast: RCB 218
1.0,RCB 88.6%,CSK 12/1,CSK needed 207 runs from 114 balls
2.0,RCB 89.68%,CSK 19/1,CSK needed 200 runs from 108 balls
3.0,RCB 94.34%,CSK 26/2,CSK needed 193 runs from 102 balls
4.0,RCB 91.98%,CSK 39/2,CSK needed 180 runs from 96 balls
5.0,RCB 94.12%,CSK 43/2,CSK needed 176 runs from 90 balls
6.0,RCB 85.49%,CSK 58/2,CSK needed 161 runs from 84 balls
7.0,RCB 90.68%,CSK 64/2,CSK needed 155 runs from 78 balls
8.0,RCB 82.67%,CSK 78/2,CSK needed 141 runs from 72 balls
9.0,RCB 88.11%,CSK 85/2,CSK needed 134 runs from 66 balls
10.0,RCB 95.5%,CSK 87/3,CSK needed 132 runs from 60 balls
11.0,RCB 98.06%,CSK 91/3,CSK needed 128 runs from 54 balls
12.0,RCB 94.75%,CSK 110/3,CSK needed 109 runs from 48 balls
13.0,RCB 96.86%,CSK 115/4,CSK needed 104 runs from 42 balls
14.0,RCB 98.94%,CSK 125/5,CSK needed 94 runs from 36 balls
15.0,RCB 99.72%,CSK 129/6,CSK needed 90 runs from 30 balls
16.0,RCB 99.85%,CSK 138/6,CSK needed 81 runs from 24 balls
17.0,RCB 99.86%,CSK 151/6,CSK needed 68 runs from 18 balls
18.0,RCB 99.78%,CSK 166/6,CSK needed 53 runs from 12 balls
19.0,RCB 99.44%,CSK 184/6,CSK needed 35 runs from 6 balls
20.0,RCB 100%,CSK 191/7,RCB won by 27 runs
