over,win_probability,over_info,forecast
1.0,MI 52.78%,SRH 7/0,Live Forecast: SRH 170
2.0,SRH 50.58%,SRH 18/0,Live Forecast: SRH 173
3.0,SRH 69.69%,SRH 40/0,Live Forecast: SRH 191
4.0,SRH 75.07%,SRH 45/0,Live Forecast: SRH 197
5.0,SRH 79.75%,SRH 58/1,Live Forecast: SRH 203
6.0,SRH 90.55%,SRH 81/1,Live Forecast: SRH 223
7.0,SRH 97.49%,SRH 102/1,Live Forecast: SRH 255
8.0,SRH 98.21%,SRH 117/2,Live Forecast: SRH 263
9.0,SRH 97.26%,SRH 128/2,Live Forecast: SRH 253
10.0,SRH 98.72%,SRH 148/2,Live Forecast: SRH 271
11.0,SRH 98.05%,SRH 161/3,Live Forecast: SRH 261
12.0,SRH 98.49%,SRH 173/3,Live Forecast: SRH 267
13.0,SRH 97.02%,SRH 180/3,Live Forecast: SRH 251
14.0,SRH 97.15%,SRH 191/3,Live Forecast: SRH 252
15.0,SRH 97.59%,SRH 202/3,Live Forecast: SRH 256
16.0,SRH 97.69%,SRH 214/3,Live Forecast: SRH 257
17.0,SRH 98.42%,SRH 232/3,Live Forecast: SRH 266
18.0,SRH 98.42%,SRH 243/3,Live Forecast: SRH 266
19.0,SRH 98.55%,SRH 256/3,Live Forecast: SRH 268
20.0,SRH 99.01%,SRH 277/3,Live Forecast: SRH 277
1.0,SRH 99.01%,MI 9/0,MI needed 269 runs from 114 balls
2.0,SRH 98.62%,MI 27/0,MI needed 251 runs from 108 balls
3.0,SRH 97.12%,MI 50/0,MI needed 228 runs from 102 balls
4.0,SRH 98.03%,MI 59/1,MI needed 219 runs from 96 balls
5.0,SRH 98.89%,MI 67/2,MI needed 211 runs from 90 balls
6.0,SRH 99.32%,MI 76/2,MI needed 202 runs from 84 balls
7.0,SRH 99.17%,MI 91/2,MI needed 187 runs from 78 balls
8.0,SRH 98.87%,MI 102/2,MI needed 176 runs from 72 balls
9.0,SRH 95.97%,MI 119/2,MI needed 159 runs from 66 balls
10.0,SRH 84.19%,MI 141/2,MI needed 137 runs from 60 balls
11.0,SRH 93.14%,MI 151/3,MI needed 127 runs from 54 balls
12.0,SRH 91.44%,MI 165/3,MI needed 113 runs from 48 balls
13.0,SRH 97.93%,MI 170/3,MI needed 108 runs from 42 balls
14.0,SRH 97.24%,MI 182/3,MI needed 96 runs from 36 balls
15.0,SRH 99.38%,MI 185/4,MI needed 93 runs from 30 balls
16.0,SRH 99.83%,MI 190/4,MI needed 88 runs from 24 balls
17.0,SRH 99.65%,MI 210/4,MI needed 68 runs from 18 balls
18.0,SRH 99.72%,MI 224/5,MI needed 54 runs from 12 balls
19.0,SRH 99.95%,MI 231/5,MI needed 47 runs from 6 balls
20.0,SRH 100%,MI 246/5,SRH won by 31 runs
