over,win_probability,over_info,forecast
1.0,RR 50.15%,RR 3/0,Live Forecast: RR 170
2.0,LSG 50.97%,RR 13/1,Live Forecast: RR 169
3.0,RR 54.62%,RR 24/1,Live Forecast: RR 174
4.0,RR 56.83%,RR 32/1,Live Forecast: RR 176
5.0,RR 69.21%,RR 49/2,Live Forecast: RR 188
6.0,RR 69.21%,RR 54/2,Live Forecast: RR 188
7.0,RR 67.28%,RR 59/2,Live Forecast: RR 186
8.0,LSG 50.97%,RR 63/2,Live Forecast: RR 169
9.0,RR 71.07%,RR 84/2,Live Forecast: RR 190
10.0,RR 77%,RR 89/2,Live Forecast: RR 197
11.0,RR 88.49%,RR 104/2,Live Forecast: RR 216
12.0,RR 80.66%,RR 110/2,Live Forecast: RR 202
13.0,RR 76.21%,RR 119/2,Live Forecast: RR 196
14.0,RR 71.97%,RR 128/2,Live Forecast: RR 191
15.0,RR 77%,RR 143/3,Live Forecast: RR 197
16.0,RR 73.72%,RR 149/3,Live Forecast: RR 193
17.0,RR 71.07%,RR 158/4,Live Forecast: RR 190
18.0,RR 72.86%,RR 171/4,Live Forecast: RR 192
19.0,RR 71.07%,RR 179/4,Live Forecast: RR 190
20.0,RR 73.72%,RR 193/4,Live Forecast: RR 193
1.0,RR 81.81%,LSG 4/1,LSG needed 190 runs from 114 balls
2.0,RR 83.45%,LSG 10/1,LSG needed 184 runs from 108 balls
3.0,RR 91.51%,LSG 11/2,LSG needed 183 runs from 102 balls
4.0,RR 92.24%,LSG 22/3,LSG needed 172 runs from 96 balls
5.0,RR 89.4%,LSG 32/3,LSG needed 162 runs from 90 balls
6.0,RR 80.64%,LSG 47/3,LSG needed 147 runs from 84 balls
7.0,RR 74.75%,LSG 57/3,LSG needed 137 runs from 78 balls
8.0,RR 86.56%,LSG 61/4,LSG needed 133 runs from 72 balls
9.0,RR 93.9%,LSG 66/4,LSG needed 128 runs from 66 balls
10.0,RR 93.4%,LSG 76/4,LSG needed 118 runs from 60 balls
11.0,RR 81.56%,LSG 93/4,LSG needed 101 runs from 54 balls
12.0,RR 69.71%,LSG 102/4,LSG needed 92 runs from 48 balls
13.0,LSG 60.59%,LSG 122/4,LSG needed 72 runs from 42 balls
14.0,LSG 56.42%,LSG 129/4,LSG needed 65 runs from 36 balls
15.0,RR 65.94%,LSG 134/4,LSG needed 60 runs from 30 balls
16.0,RR 67.76%,LSG 145/4,LSG needed 49 runs from 24 balls
17.0,RR 86.68%,LSG 152/5,LSG needed 42 runs from 18 balls
18.0,RR 96.51%,LSG 156/6,LSG needed 38 runs from 12 balls
19.0,RR 96.5%,LSG 167/6,LSG needed 27 runs from 6 balls
20.0,RR 100%,LSG 173/6,RR won by 20 runs
