over,win_probability,over_info,forecast
1.0,LSG 53.8%,CSK 4/0,Live Forecast: CSK 167
2.0,LSG 61.44%,CSK 7/1,Live Forecast: CSK 160
3.0,LSG 54.91%,CSK 20/1,Live Forecast: CSK 166
4.0,LSG 52.68%,CSK 29/1,Live Forecast: CSK 168
5.0,CSK 61.65%,CSK 42/2,Live Forecast: CSK 181
6.0,CSK 66.77%,CSK 51/2,Live Forecast: CSK 186
7.0,CSK 69.66%,CSK 57/2,Live Forecast: CSK 189
8.0,CSK 66.77%,CSK 68/2,Live Forecast: CSK 186
9.0,CSK 55.14%,CSK 74/3,Live Forecast: CSK 175
10.0,CSK 59.52%,CSK 81/3,Live Forecast: CSK 179
11.0,CSK 55.14%,CSK 87/3,Live Forecast: CSK 175
12.0,LSG 57.12%,CSK 89/4,Live Forecast: CSK 164
13.0,LSG 63.54%,CSK 93/5,Live Forecast: CSK 158
14.0,LSG 67.57%,CSK 98/5,Live Forecast: CSK 154
15.0,LSG 68.54%,CSK 105/5,Live Forecast: CSK 153
16.0,LSG 69.5%,CSK 113/5,Live Forecast: CSK 152
17.0,LSG 69.5%,CSK 123/5,Live Forecast: CSK 152
18.0,LSG 58.21%,CSK 142/6,Live Forecast: CSK 163
19.0,LSG 51.56%,CSK 157/6,Live Forecast: CSK 169
20.0,CSK 56.24%,CSK 176/6,Live Forecast: CSK 176
1.0,CSK 61.19%,LSG 3/0,LSG needed 174 runs from 114 balls
2.0,CSK 59.25%,LSG 12/0,LSG needed 165 runs from 108 balls
3.0,CSK 50.94%,LSG 24/0,LSG needed 153 runs from 102 balls
4.0,LSG 52.66%,LSG 32/0,LSG needed 145 runs from 96 balls
5.0,LSG 59.56%,LSG 43/0,LSG needed 134 runs from 90 balls
6.0,LSG 72.18%,LSG 54/0,LSG needed 123 runs from 84 balls
7.0,LSG 74.43%,LSG 63/0,LSG needed 114 runs from 78 balls
8.0,LSG 86.44%,LSG 75/0,LSG needed 102 runs from 72 balls
9.0,LSG 88.38%,LSG 84/0,LSG needed 93 runs from 66 balls
10.0,LSG 87.01%,LSG 89/0,LSG needed 88 runs from 60 balls
11.0,LSG 90.95%,LSG 103/0,LSG needed 74 runs from 54 balls
12.0,LSG 92.64%,LSG 110/0,LSG needed 67 runs from 48 balls
13.0,LSG 89.97%,LSG 113/0,LSG needed 64 runs from 42 balls
14.0,LSG 85.43%,LSG 121/0,LSG needed 56 runs from 36 balls
15.0,LSG 94.14%,LSG 134/1,LSG needed 43 runs from 30 balls
16.0,LSG 98.31%,LSG 146/1,LSG needed 31 runs from 24 balls
17.0,LSG 99.64%,LSG 161/1,LSG needed 16 runs from 18 balls
18.0,LSG 99.18%,LSG 165/2,LSG needed 12 runs from 12 balls
19.0,LSG 100%,LSG 180/2,LSG won by 8 wickets (with 6 balls remaining)
