over,win_probability,over_info,forecast
1.0,RR 53.53%,PBKS 4/0,Live Forecast: PBKS 170
2.0,PBKS 52.06%,PBKS 17/0,Live Forecast: PBKS 175
3.0,PBKS 52.06%,PBKS 26/0,Live Forecast: PBKS 175
4.0,RR 51.3%,PBKS 28/1,Live Forecast: PBKS 172
5.0,RR 65.29%,PBKS 31/1,Live Forecast: PBKS 159
6.0,RR 66.28%,PBKS 38/1,Live Forecast: PBKS 158
7.0,RR 67.27%,PBKS 42/2,Live Forecast: PBKS 157
8.0,RR 68.23%,PBKS 47/3,Live Forecast: PBKS 156
9.0,RR 74.52%,PBKS 50/3,Live Forecast: PBKS 149
10.0,RR 76.94%,PBKS 53/4,Live Forecast: PBKS 146
11.0,RR 80.59%,PBKS 58/4,Live Forecast: PBKS 141
12.0,RR 71.04%,PBKS 70/4,Live Forecast: PBKS 153
13.0,RR 81.92%,PBKS 72/5,Live Forecast: PBKS 139
14.0,RR 86%,PBKS 75/5,Live Forecast: PBKS 132
15.0,RR 83.78%,PBKS 86/5,Live Forecast: PBKS 136
16.0,RR 79.19%,PBKS 103/5,Live Forecast: PBKS 143
17.0,RR 78.46%,PBKS 111/6,Live Forecast: PBKS 144
18.0,RR 79.19%,PBKS 123/7,Live Forecast: PBKS 143
19.0,RR 71.04%,PBKS 141/7,Live Forecast: PBKS 153
20.0,RR 76.15%,PBKS 147/8,Live Forecast: PBKS 147
1.0,RR 79.94%,RR 9/0,RR needed 139 runs from 114 balls
2.0,RR 79.93%,RR 14/0,RR needed 134 runs from 108 balls
3.0,RR 75.44%,RR 16/0,RR needed 132 runs from 102 balls
4.0,RR 80.62%,RR 29/0,RR needed 119 runs from 96 balls
5.0,RR 85.97%,RR 36/0,RR needed 112 runs from 90 balls
6.0,RR 89.97%,RR 43/0,RR needed 105 runs from 84 balls
7.0,RR 82.75%,RR 49/0,RR needed 99 runs from 78 balls
8.0,RR 89.08%,RR 56/0,RR needed 92 runs from 72 balls
9.0,RR 80.56%,RR 58/1,RR needed 90 runs from 66 balls
10.0,RR 87.22%,RR 66/1,RR needed 82 runs from 60 balls
11.0,RR 94.45%,RR 79/1,RR needed 69 runs from 54 balls
12.0,RR 90.78%,RR 83/2,RR needed 65 runs from 48 balls
13.0,RR 88.91%,RR 88/2,RR needed 60 runs from 42 balls
14.0,RR 67.48%,RR 90/3,RR needed 58 runs from 36 balls
15.0,RR 75.93%,RR 99/3,RR needed 49 runs from 30 balls
16.0,RR 65.5%,RR 105/3,RR needed 43 runs from 24 balls
17.0,RR 69.16%,RR 114/4,RR needed 34 runs from 18 balls
18.0,RR 86.62%,RR 128/5,RR needed 20 runs from 12 balls
19.0,RR 85.86%,RR 138/7,RR needed 10 runs from 6 balls
20.0,RR 100%,RR 152/7,RR won by 3 wickets (with 1 ball remaining)
