over,win_probability,over_info,forecast
1.0,PBKS 50.46%,PBKS 5/0,Live Forecast: PBKS 176
2.0,SRH 51.76%,PBKS 12/0,Live Forecast: PBKS 174
3.0,PBKS 53.79%,PBKS 24/0,Live Forecast: PBKS 179
4.0,PBKS 63.5%,PBKS 35/0,Live Forecast: PBKS 188
5.0,PBKS 73.14%,PBKS 47/0,Live Forecast: PBKS 198
6.0,PBKS 82.97%,PBKS 61/0,Live Forecast: PBKS 211
7.0,PBKS 88.82%,PBKS 69/0,Live Forecast: PBKS 222
8.0,PBKS 93.11%,PBKS 82/0,Live Forecast: PBKS 234
9.0,PBKS 94.62%,PBKS 97/0,Live Forecast: PBKS 240
10.0,PBKS 85.89%,PBKS 99/1,Live Forecast: PBKS 216
11.0,PBKS 80.29%,PBKS 109/1,Live Forecast: PBKS 207
12.0,PBKS 91.89%,PBKS 129/1,Live Forecast: PBKS 230
13.0,PBKS 93.38%,PBKS 140/1,Live Forecast: PBKS 235
14.0,PBKS 93.11%,PBKS 151/1,Live Forecast: PBKS 234
15.0,PBKS 89.26%,PBKS 159/2,Live Forecast: PBKS 223
16.0,PBKS 90.84%,PBKS 174/3,Live Forecast: PBKS 227
17.0,PBKS 85.34%,PBKS 180/3,Live Forecast: PBKS 215
18.0,PBKS 81.67%,PBKS 186/4,Live Forecast: PBKS 209
19.0,PBKS 79.57%,PBKS 195/5,Live Forecast: PBKS 206
20.0,PBKS 84.77%,PBKS 214/5,Live Forecast: PBKS 214
1.0,PBKS 87.17%,SRH 9/1,SRH needed 206 runs from 114 balls
2.0,PBKS 81.99%,SRH 25/1,SRH needed 190 runs from 108 balls
3.0,PBKS 77.12%,SRH 39/1,SRH needed 176 runs from 102 balls
4.0,PBKS 69.4%,SRH 50/1,SRH needed 165 runs from 96 balls
5.0,PBKS 52.04%,SRH 72/2,SRH needed 143 runs from 90 balls
6.0,SRH 54.7%,SRH 84/2,SRH needed 131 runs from 84 balls
7.0,PBKS 52.83%,SRH 88/2,SRH needed 127 runs from 78 balls
8.0,PBKS 52.28%,SRH 99/2,SRH needed 116 runs from 72 balls
9.0,SRH 55.39%,SRH 110/2,SRH needed 105 runs from 66 balls
10.0,SRH 82.05%,SRH 129/2,SRH needed 86 runs from 60 balls
11.0,SRH 71.99%,SRH 134/3,SRH needed 81 runs from 54 balls
12.0,SRH 89.36%,SRH 153/3,SRH needed 62 runs from 48 balls
13.0,SRH 95.28%,SRH 167/3,SRH needed 48 runs from 42 balls
14.0,SRH 94.41%,SRH 176/4,SRH needed 39 runs from 36 balls
15.0,SRH 94.85%,SRH 182/4,SRH needed 33 runs from 30 balls
16.0,SRH 96.53%,SRH 189/4,SRH needed 26 runs from 24 balls
17.0,SRH 96.96%,SRH 198/5,SRH needed 17 runs from 18 balls
18.0,SRH 98.56%,SRH 207/5,SRH needed 8 runs from 12 balls
19.0,SRH 97.31%,SRH 211/6,SRH needed 4 runs from 6 balls
20.0,SRH 100%,SRH 215/6,SRH won by 4 wickets (with 5 balls remaining)
