over,win_probability,over_info,forecast
1.0,GT 52.45%,GT 11/0,Live Forecast: GT 168
2.0,GT 51.34%,GT 18/0,Live Forecast: GT 167
3.0,GT 54.66%,GT 27/0,Live Forecast: GT 170
4.0,MI 50.88%,GT 31/1,Live Forecast: GT 165
5.0,GT 53.56%,GT 43/1,Live Forecast: GT 169
6.0,MI 52%,GT 47/1,Live Forecast: GT 164
7.0,GT 56.85%,GT 56/1,Live Forecast: GT 172
8.0,GT 62.16%,GT 66/2,Live Forecast: GT 177
9.0,GT 55.76%,GT 69/2,Live Forecast: GT 171
10.0,GT 66.19%,GT 82/2,Live Forecast: GT 181
11.0,GT 77.51%,GT 99/2,Live Forecast: GT 194
12.0,GT 77.51%,GT 104/3,Live Forecast: GT 194
13.0,GT 62.16%,GT 106/3,Live Forecast: GT 177
14.0,GT 55.76%,GT 114/3,Live Forecast: GT 171
15.0,GT 56.85%,GT 124/3,Live Forecast: GT 172
16.0,GT 57.93%,GT 133/3,Live Forecast: GT 173
17.0,GT 51.34%,GT 135/5,Live Forecast: GT 167
18.0,GT 61.11%,GT 154/5,Live Forecast: GT 176
19.0,GT 57.93%,GT 161/5,Live Forecast: GT 173
20.0,GT 52.45%,GT 168/6,Live Forecast: GT 168
1.0,GT 63.61%,MI 2/1,MI needed 167 runs from 114 balls
2.0,GT 60.97%,MI 11/1,MI needed 158 runs from 108 balls
3.0,GT 52.16%,MI 30/2,MI needed 139 runs from 102 balls
4.0,MI 57.83%,MI 40/2,MI needed 129 runs from 96 balls
5.0,MI 58.63%,MI 46/2,MI needed 123 runs from 90 balls
6.0,MI 52.87%,MI 52/2,MI needed 117 runs from 84 balls
7.0,GT 54.96%,MI 55/2,MI needed 114 runs from 78 balls
8.0,MI 51.54%,MI 64/2,MI needed 105 runs from 72 balls
9.0,MI 51%,MI 71/2,MI needed 98 runs from 66 balls
10.0,MI 82.36%,MI 88/2,MI needed 81 runs from 60 balls
11.0,MI 87.15%,MI 97/2,MI needed 72 runs from 54 balls
12.0,MI 92.73%,MI 107/2,MI needed 62 runs from 48 balls
13.0,MI 83.94%,MI 112/3,MI needed 57 runs from 42 balls
14.0,MI 88.11%,MI 121/3,MI needed 48 runs from 36 balls
15.0,MI 82.89%,MI 126/3,MI needed 43 runs from 30 balls
16.0,MI 67.95%,MI 130/4,MI needed 39 runs from 24 balls
17.0,GT 66.85%,MI 133/4,MI needed 36 runs from 18 balls
18.0,GT 74.47%,MI 142/5,MI needed 27 runs from 12 balls
19.0,GT 87.37%,MI 150/7,MI needed 19 runs from 6 balls
20.0,GT 100%,MI 162/9,GT won by 6 runs
