over,win_probability,over_info,forecast
1.0,PBKS 52.34%,PBKS 7/0,Live Forecast: PBKS 174
2.0,RCB 57.69%,PBKS 9/0,Live Forecast: PBKS 165
3.0,RCB 53.26%,PBKS 21/1,Live Forecast: PBKS 169
4.0,RCB 61.99%,PBKS 24/1,Live Forecast: PBKS 161
5.0,PBKS 50.1%,PBKS 34/1,Live Forecast: PBKS 172
6.0,RCB 57.69%,PBKS 40/1,Live Forecast: PBKS 165
7.0,PBKS 58.99%,PBKS 50/1,Live Forecast: PBKS 180
8.0,PBKS 71.15%,PBKS 61/1,Live Forecast: PBKS 192
9.0,PBKS 78.67%,PBKS 72/2,Live Forecast: PBKS 201
10.0,PBKS 71.15%,PBKS 78/2,Live Forecast: PBKS 192
11.0,PBKS 76.34%,PBKS 92/2,Live Forecast: PBKS 198
12.0,PBKS 63.26%,PBKS 98/3,Live Forecast: PBKS 184
13.0,PBKS 51.22%,PBKS 102/4,Live Forecast: PBKS 173
14.0,PBKS 51.22%,PBKS 111/4,Live Forecast: PBKS 173
15.0,PBKS 62.21%,PBKS 128/4,Live Forecast: PBKS 183
16.0,PBKS 53.46%,PBKS 132/4,Live Forecast: PBKS 175
17.0,RCB 51.02%,PBKS 139/4,Live Forecast: PBKS 171
18.0,PBKS 51.22%,PBKS 152/5,Live Forecast: PBKS 173
19.0,RCB 56.59%,PBKS 156/6,Live Forecast: PBKS 166
20.0,PBKS 54.58%,PBKS 176/6,Live Forecast: PBKS 176
1.0,RCB 56.19%,RCB 16/0,RCB needed 161 runs from 114 balls
2.0,RCB 54.89%,RCB 21/0,RCB needed 156 runs from 108 balls
3.0,PBKS 51.22%,RCB 28/1,RCB needed 149 runs from 102 balls
4.0,RCB 56.25%,RCB 41/1,RCB needed 136 runs from 96 balls
5.0,PBKS 52.43%,RCB 47/2,RCB needed 130 runs from 90 balls
6.0,PBKS 57.7%,RCB 50/2,RCB needed 127 runs from 84 balls
7.0,PBKS 61.23%,RCB 56/2,RCB needed 121 runs from 78 balls
8.0,PBKS 66.14%,RCB 61/2,RCB needed 116 runs from 72 balls
9.0,RCB 64.21%,RCB 77/2,RCB needed 100 runs from 66 balls
10.0,RCB 70.35%,RCB 85/2,RCB needed 92 runs from 60 balls
11.0,RCB 54.98%,RCB 88/3,RCB needed 89 runs from 54 balls
12.0,RCB 65.5%,RCB 103/3,RCB needed 74 runs from 48 balls
13.0,PBKS 51.59%,RCB 106/4,RCB needed 71 runs from 42 balls
14.0,PBKS 53.78%,RCB 113/4,RCB needed 64 runs from 36 balls
15.0,PBKS 71.26%,RCB 118/4,RCB needed 59 runs from 30 balls
16.0,PBKS 74.2%,RCB 130/5,RCB needed 47 runs from 24 balls
17.0,PBKS 77.1%,RCB 141/6,RCB needed 36 runs from 18 balls
18.0,PBKS 54.1%,RCB 154/6,RCB needed 23 runs from 12 balls
19.0,RCB 84.29%,RCB 167/6,RCB needed 10 runs from 6 balls
20.0,RCB 100%,RCB 178/6,RCB won by 4 wickets (with 4 balls remaining)
