over,win_probability,over_info,forecast
1.0,MI 51.51%,MI 6/1,Live Forecast: MI 174
2.0,RR 57.39%,MI 9/2,Live Forecast: MI 166
3.0,RR 54.08%,MI 20/2,Live Forecast: MI 169
4.0,RR 66.79%,MI 21/3,Live Forecast: MI 157
5.0,RR 63.76%,MI 27/3,Live Forecast: MI 160
6.0,MI 51.51%,MI 45/3,Live Forecast: MI 174
7.0,MI 54.86%,MI 50/3,Live Forecast: MI 177
8.0,MI 55.97%,MI 56/4,Live Forecast: MI 178
9.0,RR 52.97%,MI 66/4,Live Forecast: MI 170
10.0,RR 52.97%,MI 72/4,Live Forecast: MI 170
11.0,MI 50.39%,MI 82/4,Live Forecast: MI 173
12.0,MI 58.17%,MI 95/4,Live Forecast: MI 180
13.0,MI 54.86%,MI 101/4,Live Forecast: MI 177
14.0,MI 68.53%,MI 120/4,Live Forecast: MI 190
15.0,MI 67.55%,MI 131/4,Live Forecast: MI 189
16.0,MI 78.07%,MI 151/4,Live Forecast: MI 201
17.0,MI 72.26%,MI 161/5,Live Forecast: MI 194
18.0,MI 71.35%,MI 170/5,Live Forecast: MI 193
19.0,MI 67.55%,MI 176/6,Live Forecast: MI 189
20.0,MI 57.07%,MI 179/9,Live Forecast: MI 179
1.0,MI 52.19%,RR 11/0,RR needed 169 runs from 114 balls
2.0,MI 56.44%,RR 13/0,RR needed 167 runs from 108 balls
3.0,MI 58.97%,RR 19/0,RR needed 161 runs from 102 balls
4.0,MI 50.36%,RR 35/0,RR needed 145 runs from 96 balls
5.0,RR 62.41%,RR 44/0,RR needed 136 runs from 90 balls
6.0,RR 80.92%,RR 61/0,RR needed 119 runs from 84 balls
7.0,RR 85.9%,RR 68/0,RR needed 112 runs from 78 balls
8.0,RR 73.89%,RR 74/1,RR needed 106 runs from 72 balls
9.0,RR 71.19%,RR 83/1,RR needed 97 runs from 66 balls
10.0,RR 75.11%,RR 95/1,RR needed 85 runs from 60 balls
11.0,RR 94.24%,RR 110/1,RR needed 70 runs from 54 balls
12.0,RR 91.72%,RR 113/1,RR needed 67 runs from 48 balls
13.0,RR 94.54%,RR 123/1,RR needed 57 runs from 42 balls
14.0,RR 96.64%,RR 135/1,RR needed 45 runs from 36 balls
15.0,RR 99.24%,RR 151/1,RR needed 29 runs from 30 balls
16.0,RR 99.65%,RR 160/1,RR needed 20 runs from 24 balls
17.0,RR 99.87%,RR 170/1,RR needed 10 runs from 18 balls
18.0,RR 99.87%,RR 175/1,RR needed 5 runs from 12 balls
19.0,RR 100%,RR 183/1,RR won by 9 wickets (with 8 balls remaining)
