over,win_probability,over_info,forecast
1.0,CSK 51.7%,CSK 6/0,Live Forecast: CSK 173
2.0,MI 56.12%,CSK 9/1,Live Forecast: CSK 166
3.0,MI 52.79%,CSK 18/1,Live Forecast: CSK 169
4.0,MI 56.12%,CSK 24/1,Live Forecast: CSK 166
5.0,CSK 63.69%,CSK 38/1,Live Forecast: CSK 184
6.0,CSK 71.51%,CSK 48/1,Live Forecast: CSK 192
7.0,CSK 69.65%,CSK 52/1,Live Forecast: CSK 190
8.0,CSK 57.27%,CSK 61/2,Live Forecast: CSK 178
9.0,MI 55.02%,CSK 65/2,Live Forecast: CSK 167
10.0,CSK 69.65%,CSK 80/2,Live Forecast: CSK 190
11.0,CSK 75.01%,CSK 92/2,Live Forecast: CSK 196
12.0,CSK 76.64%,CSK 102/2,Live Forecast: CSK 198
13.0,CSK 70.59%,CSK 110/2,Live Forecast: CSK 191
14.0,CSK 83.03%,CSK 132/2,Live Forecast: CSK 207
15.0,CSK 86.44%,CSK 149/2,Live Forecast: CSK 213
16.0,CSK 73.3%,CSK 151/3,Live Forecast: CSK 194
17.0,CSK 72.41%,CSK 161/3,Live Forecast: CSK 193
18.0,CSK 73.3%,CSK 173/3,Live Forecast: CSK 194
19.0,CSK 71.51%,CSK 180/3,Live Forecast: CSK 192
20.0,CSK 82.39%,CSK 206/4,Live Forecast: CSK 206
1.0,CSK 82.96%,MI 5/0,MI needed 202 runs from 114 balls
2.0,CSK 83.04%,MI 13/0,MI needed 194 runs from 108 balls
3.0,CSK 79.23%,MI 25/0,MI needed 182 runs from 102 balls
4.0,CSK 71.41%,MI 38/0,MI needed 169 runs from 96 balls
5.0,CSK 57.63%,MI 53/0,MI needed 154 runs from 90 balls
6.0,MI 52.64%,MI 63/0,MI needed 144 runs from 84 balls
7.0,CSK 60.17%,MI 70/0,MI needed 137 runs from 78 balls
8.0,CSK 82.13%,MI 75/2,MI needed 132 runs from 72 balls
9.0,CSK 85.11%,MI 81/2,MI needed 126 runs from 66 balls
10.0,CSK 83.72%,MI 90/2,MI needed 117 runs from 60 balls
11.0,MI 50.25%,MI 108/2,MI needed 99 runs from 54 balls
12.0,MI 52.7%,MI 118/2,MI needed 89 runs from 48 balls
13.0,CSK 55.4%,MI 124/2,MI needed 83 runs from 42 balls
14.0,CSK 83.11%,MI 130/3,MI needed 77 runs from 36 balls
15.0,CSK 92.53%,MI 132/3,MI needed 75 runs from 30 balls
16.0,CSK 98.44%,MI 135/4,MI needed 72 runs from 24 balls
17.0,CSK 97.57%,MI 154/5,MI needed 53 runs from 18 balls
18.0,CSK 99.43%,MI 160/6,MI needed 47 runs from 12 balls
19.0,CSK 99.29%,MI 173/6,MI needed 34 runs from 6 balls
20.0,CSK 100%,MI 186/6,CSK won by 20 runs
