over,win_probability,over_info,forecast
1.0,RCB 56.86%,RCB 10/0,Live Forecast: RCB 187
2.0,RCB 62.13%,RCB 23/0,Live Forecast: RCB 192
3.0,RCB 53.64%,RCB 25/1,Live Forecast: RCB 184
4.0,RCB 58.99%,RCB 37/2,Live Forecast: RCB 189
5.0,RCB 63.16%,RCB 51/2,Live Forecast: RCB 193
6.0,RCB 71.88%,RCB 61/2,Live Forecast: RCB 202
7.0,RCB 83.97%,RCB 76/2,Live Forecast: RCB 218
8.0,RCB 85.71%,RCB 87/2,Live Forecast: RCB 221
9.0,RCB 91.5%,RCB 99/2,Live Forecast: RCB 234
10.0,RCB 87.78%,RCB 110/2,Live Forecast: RCB 225
11.0,RCB 82.72%,RCB 118/2,Live Forecast: RCB 216
12.0,RCB 72.77%,RCB 121/2,Live Forecast: RCB 203
13.0,RCB 72.77%,RCB 131/3,Live Forecast: RCB 203
14.0,RCB 65.19%,RCB 134/3,Live Forecast: RCB 195
15.0,RCB 58.99%,RCB 138/4,Live Forecast: RCB 189
16.0,RCB 57.93%,RCB 147/4,Live Forecast: RCB 188
17.0,RCB 72.77%,RCB 169/4,Live Forecast: RCB 203
18.0,RCB 66.19%,RCB 174/6,Live Forecast: RCB 196
19.0,RCB 60.05%,RCB 179/7,Live Forecast: RCB 190
20.0,RCB 56.86%,RCB 187/9,Live Forecast: RCB 187
1.0,RCB 61.05%,DC 9/1,DC needed 179 runs from 114 balls
2.0,RCB 52.31%,DC 24/1,DC needed 164 runs from 108 balls
3.0,RCB 80.09%,DC 28/3,DC needed 160 runs from 102 balls
4.0,RCB 92.22%,DC 30/4,DC needed 158 runs from 96 balls
5.0,RCB 89.27%,DC 43/4,DC needed 145 runs from 90 balls
6.0,RCB 85.74%,DC 54/4,DC needed 134 runs from 84 balls
7.0,RCB 78.1%,DC 63/4,DC needed 125 runs from 78 balls
8.0,RCB 69.41%,DC 71/4,DC needed 117 runs from 72 balls
9.0,RCB 59.36%,DC 81/4,DC needed 107 runs from 66 balls
10.0,RCB 87.04%,DC 87/5,DC needed 101 runs from 60 balls
11.0,RCB 97.31%,DC 90/6,DC needed 98 runs from 54 balls
12.0,RCB 96.6%,DC 100/6,DC needed 88 runs from 48 balls
13.0,RCB 92.04%,DC 116/6,DC needed 72 runs from 42 balls
14.0,RCB 88.04%,DC 124/6,DC needed 64 runs from 36 balls
15.0,RCB 95.99%,DC 127/7,DC needed 61 runs from 30 balls
16.0,RCB 99.06%,DC 130/8,DC needed 58 runs from 24 balls
17.0,RCB 99.63%,DC 133/8,DC needed 55 runs from 18 balls
18.0,RCB 99.95%,DC 135/9,DC needed 53 runs from 12 balls
19.0,RCB 99.99%,DC 140/9,DC needed 48 runs from 6 balls
20.0,RCB 100%,DC 140/10,RCB won by 47 runs
