over,win_probability,over_info,forecast
1.0,CSK 54.99%,KKR 1/1,Live Forecast: KKR 167
2.0,CSK 57.21%,KKR 7/1,Live Forecast: KKR 165
3.0,KKR 56.2%,KKR 26/1,Live Forecast: KKR 177
4.0,KKR 65.79%,KKR 37/1,Live Forecast: KKR 186
5.0,KKR 75.89%,KKR 50/1,Live Forecast: KKR 197
6.0,KKR 77.48%,KKR 56/1,Live Forecast: KKR 199
7.0,KKR 60.57%,KKR 61/3,Live Forecast: KKR 181
8.0,CSK 50.51%,KKR 63/3,Live Forecast: KKR 171
9.0,CSK 52.76%,KKR 66/4,Live Forecast: KKR 169
10.0,CSK 59.39%,KKR 70/4,Live Forecast: KKR 163
11.0,CSK 61.53%,KKR 77/4,Live Forecast: KKR 161
12.0,CSK 54.99%,KKR 85/5,Live Forecast: KKR 167
13.0,CSK 62.59%,KKR 88/5,Live Forecast: KKR 160
14.0,CSK 67.66%,KKR 94/5,Live Forecast: KKR 155
15.0,CSK 72.34%,KKR 99/5,Live Forecast: KKR 150
16.0,CSK 73.22%,KKR 109/5,Live Forecast: KKR 149
17.0,CSK 75.75%,KKR 113/6,Live Forecast: KKR 146
18.0,CSK 77.34%,KKR 122/6,Live Forecast: KKR 144
19.0,CSK 75.75%,KKR 135/7,Live Forecast: KKR 146
20.0,CSK 82.31%,KKR 137/9,Live Forecast: KKR 137
1.0,CSK 80.08%,CSK 4/0,CSK needed 134 runs from 114 balls
2.0,CSK 81.37%,CSK 11/0,CSK needed 127 runs from 108 balls
3.0,CSK 87.99%,CSK 26/0,CSK needed 112 runs from 102 balls
4.0,CSK 84%,CSK 29/1,CSK needed 109 runs from 96 balls
5.0,CSK 90.6%,CSK 41/1,CSK needed 97 runs from 90 balls
6.0,CSK 93.6%,CSK 52/1,CSK needed 86 runs from 84 balls
7.0,CSK 97.49%,CSK 66/1,CSK needed 72 runs from 78 balls
8.0,CSK 97.13%,CSK 67/1,CSK needed 71 runs from 72 balls
9.0,CSK 97.59%,CSK 74/1,CSK needed 64 runs from 66 balls
10.0,CSK 98%,CSK 81/1,CSK needed 57 runs from 60 balls
11.0,CSK 98.72%,CSK 89/1,CSK needed 49 runs from 54 balls
12.0,CSK 99.17%,CSK 96/1,CSK needed 42 runs from 48 balls
13.0,CSK 98.55%,CSK 99/2,CSK needed 39 runs from 42 balls
14.0,CSK 99.26%,CSK 109/2,CSK needed 29 runs from 36 balls
15.0,CSK 99.44%,CSK 115/2,CSK needed 23 runs from 30 balls
16.0,CSK 99.9%,CSK 128/2,CSK needed 10 runs from 24 balls
17.0,CSK 99.91%,CSK 135/3,CSK needed 3 runs from 18 balls
18.0,CSK 100%,CSK 141/3,CSK won by 7 wickets (with 14 balls remaining)
