over,win_probability,over_info,forecast
1.0,GT 58.06%,LSG 6/1,Live Forecast: LSG 162
2.0,GT 59.15%,LSG 14/1,Live Forecast: LSG 161
3.0,GT 64.45%,LSG 18/2,Live Forecast: LSG 156
4.0,GT 58.06%,LSG 31/2,Live Forecast: LSG 162
5.0,LSG 57.54%,LSG 43/2,Live Forecast: LSG 176
6.0,LSG 54.23%,LSG 47/2,Live Forecast: LSG 173
7.0,LSG 50.87%,LSG 54/2,Live Forecast: LSG 170
8.0,LSG 50.87%,LSG 63/2,Live Forecast: LSG 170
9.0,GT 50.25%,LSG 70/2,Live Forecast: LSG 169
10.0,GT 54.74%,LSG 74/2,Live Forecast: LSG 165
11.0,GT 54.74%,LSG 84/2,Live Forecast: LSG 165
12.0,GT 58.06%,LSG 88/2,Live Forecast: LSG 162
13.0,GT 63.41%,LSG 93/3,Live Forecast: LSG 157
14.0,GT 66.48%,LSG 98/3,Live Forecast: LSG 154
15.0,GT 59.15%,LSG 114/4,Live Forecast: LSG 161
16.0,GT 61.3%,LSG 121/4,Live Forecast: LSG 159
17.0,GT 67.48%,LSG 126/4,Live Forecast: LSG 153
18.0,GT 56.96%,LSG 143/4,Live Forecast: LSG 163
19.0,GT 53.62%,LSG 155/5,Live Forecast: LSG 166
20.0,GT 56.96%,LSG 163/5,Live Forecast: LSG 163
1.0,GT 55.31%,GT 5/0,GT needed 159 runs from 114 balls
2.0,GT 63.48%,GT 18/0,GT needed 146 runs from 108 balls
3.0,GT 60.77%,GT 22/0,GT needed 142 runs from 102 balls
4.0,GT 72.39%,GT 35/0,GT needed 129 runs from 96 balls
5.0,GT 80.92%,GT 47/0,GT needed 117 runs from 90 balls
6.0,GT 80.11%,GT 54/1,GT needed 110 runs from 84 balls
7.0,GT 66.53%,GT 56/1,GT needed 108 runs from 78 balls
8.0,LSG 50.23%,GT 58/2,GT needed 106 runs from 72 balls
9.0,LSG 69.14%,GT 61/4,GT needed 103 runs from 66 balls
10.0,LSG 73.56%,GT 67/4,GT needed 97 runs from 60 balls
11.0,LSG 80.2%,GT 71/4,GT needed 93 runs from 54 balls
12.0,LSG 73.39%,GT 80/4,GT needed 84 runs from 48 balls
13.0,LSG 91.79%,GT 82/5,GT needed 82 runs from 42 balls
14.0,LSG 90.48%,GT 92/5,GT needed 72 runs from 36 balls
15.0,LSG 98.9%,GT 93/7,GT needed 71 runs from 30 balls
16.0,LSG 99.47%,GT 102/8,GT needed 62 runs from 24 balls
17.0,LSG 99.17%,GT 115/8,GT needed 49 runs from 18 balls
18.0,LSG 99.6%,GT 120/8,GT needed 44 runs from 12 balls
19.0,LSG 100%,GT 130/10,LSG won by 33 runs
