over,win_probability,over_info,forecast,innings
1.0,CSK 54.99%,Over 1 • KKR 1/1,Live Forecast: KKR 167,1
2.0,CSK 57.21%,Over 2 • KKR 7/1,Live Forecast: KKR 165,2
3.0,KKR 56.2%,Over 3 • KKR 26/1,Live Forecast: KKR 177,2
4.0,KKR 65.79%,Over 4 • KKR 37/1,Live Forecast: KKR 186,2
5.0,KKR 75.89%,Over 5 • KKR 50/1,Live Forecast: KKR 197,2
6.0,KKR 77.48%,Over 6 • KKR 56/1,Live Forecast: KKR 199,2
7.0,KKR 60.57%,Over 7 • KKR 61/3,Live Forecast: KKR 181,2
8.0,CSK 50.51%,Over 8 • KKR 63/3,Live Forecast: KKR 171,2
9.0,CSK 52.76%,Over 9 • KKR 66/4,Live Forecast: KKR 169,2
10.0,CSK 59.39%,Over 10 • KKR 70/4,Live Forecast: KKR 163,2
11.0,CSK 61.53%,Over 11 • KKR 77/4,Live Forecast: KKR 161,2
12.0,CSK 54.99%,Over 12 • KKR 85/5,Live Forecast: KKR 167,2
13.0,CSK 62.59%,Over 13 • KKR 88/5,Live Forecast: KKR 160,2
14.0,CSK 67.66%,Over 14 • KKR 94/5,Live Forecast: KKR 155,2
15.0,CSK 72.34%,Over 15 • KKR 99/5,Live Forecast: KKR 150,2
16.0,CSK 73.22%,Over 16 • KKR 109/5,Live Forecast: KKR 149,2
17.0,CSK 75.75%,Over 17 • KKR 113/6,Live Forecast: KKR 146,2
18.0,CSK 77.34%,Over 18 • KKR 122/6,Live Forecast: KKR 144,2
19.0,CSK 75.75%,Over 19 • KKR 135/7,Live Forecast: KKR 146,2
20.0,CSK 82.31%,Over 20 • KKR 137/9,Live Forecast: KKR 137,2
1.0,CSK 80.08%,Over 1 • CSK 4/0,CSK needed 134 runs from 114 balls,2
2.0,CSK 81.37%,Over 2 • CSK 11/0,CSK needed 127 runs from 108 balls,2
3.0,CSK 87.99%,Over 3 • CSK 26/0,CSK needed 112 runs from 102 balls,2
4.0,CSK 84%,Over 4 • CSK 29/1,CSK needed 109 runs from 96 balls,2
5.0,CSK 90.6%,Over 5 • CSK 41/1,CSK needed 97 runs from 90 balls,2
6.0,CSK 93.6%,Over 6 • CSK 52/1,CSK needed 86 runs from 84 balls,2
7.0,CSK 97.49%,Over 7 • CSK 66/1,CSK needed 72 runs from 78 balls,2
8.0,CSK 97.13%,Over 8 • CSK 67/1,CSK needed 71 runs from 72 balls,2
9.0,CSK 97.59%,Over 9 • CSK 74/1,CSK needed 64 runs from 66 balls,2
10.0,CSK 98%,Over 10 • CSK 81/1,CSK needed 57 runs from 60 balls,2
11.0,CSK 98.72%,Over 11 • CSK 89/1,CSK needed 49 runs from 54 balls,2
12.0,CSK 99.17%,Over 12 • CSK 96/1,CSK needed 42 runs from 48 balls,2
13.0,CSK 98.55%,Over 13 • CSK 99/2,CSK needed 39 runs from 42 balls,2
14.0,CSK 99.26%,Over 14 • CSK 109/2,CSK needed 29 runs from 36 balls,2
15.0,CSK 99.44%,Over 15 • CSK 115/2,CSK needed 23 runs from 30 balls,2
16.0,CSK 99.9%,Over 16 • CSK 128/2,CSK needed 10 runs from 24 balls,2
17.0,CSK 99.91%,Over 17 • CSK 135/3,CSK needed 3 runs from 18 balls,2
18.0,CSK 100%,Over 18 • CSK 141/3,CSK won by 7 wickets (with 14 balls remaining),1
