over,win_probability,over_info,forecast
1.0,DC 62.25%,DC 19/0,Live Forecast: DC 191
2.0,DC 72.88%,DC 37/0,Live Forecast: DC 202
3.0,DC 82.13%,DC 55/0,Live Forecast: DC 214
4.0,DC 85.74%,DC 69/0,Live Forecast: DC 220
5.0,DC 92.47%,DC 89/0,Live Forecast: DC 236
6.0,DC 90.38%,DC 92/0,Live Forecast: DC 230
7.0,DC 94.82%,DC 113/0,Live Forecast: DC 245
8.0,DC 92.47%,DC 116/1,Live Forecast: DC 236
9.0,DC 92.15%,DC 124/1,Live Forecast: DC 235
10.0,DC 88.26%,DC 128/2,Live Forecast: DC 225
11.0,DC 89.99%,DC 138/2,Live Forecast: DC 229
12.0,DC 92.47%,DC 154/2,Live Forecast: DC 236
13.0,DC 95.62%,DC 166/2,Live Forecast: DC 249
14.0,DC 96.3%,DC 181/3,Live Forecast: DC 253
15.0,DC 95.03%,DC 190/3,Live Forecast: DC 246
16.0,DC 94.82%,DC 199/3,Live Forecast: DC 245
17.0,DC 94.12%,DC 208/3,Live Forecast: DC 242
18.0,DC 97.01%,DC 234/3,Live Forecast: DC 258
19.0,DC 96.3%,DC 240/4,Live Forecast: DC 253
20.0,DC 96.88%,DC 257/4,Live Forecast: DC 257
1.0,DC 96.21%,MI 14/0,MI needed 244 runs from 114 balls
2.0,DC 95.05%,MI 29/0,MI needed 229 runs from 108 balls
3.0,DC 95.87%,MI 35/0,MI needed 223 runs from 102 balls
4.0,DC 96.24%,MI 45/1,MI needed 213 runs from 96 balls
5.0,DC 98.23%,MI 54/2,MI needed 204 runs from 90 balls
6.0,DC 98.86%,MI 65/3,MI needed 193 runs from 84 balls
7.0,DC 99.19%,MI 72/3,MI needed 186 runs from 78 balls
8.0,DC 99.16%,MI 82/3,MI needed 176 runs from 72 balls
9.0,DC 97.87%,MI 101/3,MI needed 157 runs from 66 balls
10.0,DC 93.99%,MI 115/3,MI needed 143 runs from 60 balls
11.0,DC 95.69%,MI 120/3,MI needed 138 runs from 54 balls
12.0,DC 97.78%,MI 134/3,MI needed 124 runs from 48 balls
13.0,DC 99.67%,MI 141/5,MI needed 117 runs from 42 balls
14.0,DC 99.7%,MI 152/5,MI needed 106 runs from 36 balls
15.0,DC 98.98%,MI 173/5,MI needed 85 runs from 30 balls
16.0,DC 98.8%,MI 187/5,MI needed 71 runs from 24 balls
17.0,DC 99.53%,MI 194/5,MI needed 64 runs from 18 balls
18.0,DC 97.94%,MI 217/6,MI needed 41 runs from 12 balls
19.0,DC 96.4%,MI 233/7,MI needed 25 runs from 6 balls
20.0,DC 100%,MI 247/9,DC won by 10 runs
