over,win_probability,over_info,forecast
1.0,KKR 59.32%,Over 1 • KKR 14/1,Live Forecast: KKR 187
2.0,KKR 51.73%,Over 2 • KKR 16/1,Live Forecast: KKR 180
3.0,MI 50.45%,Over 3 • KKR 28/3,Live Forecast: KKR 178
4.0,KKR 52.83%,Over 4 • KKR 37/3,Live Forecast: KKR 181
5.0,MI 56.92%,Over 5 • KKR 51/4,Live Forecast: KKR 172
6.0,MI 59.02%,Over 6 • KKR 57/4,Live Forecast: KKR 170
7.0,MI 65.06%,Over 7 • KKR 60/5,Live Forecast: KKR 164
8.0,MI 60.05%,Over 8 • KKR 68/5,Live Forecast: KKR 169
9.0,MI 61.08%,Over 9 • KKR 72/5,Live Forecast: KKR 168
10.0,MI 53.71%,Over 10 • KKR 83/5,Live Forecast: KKR 175
11.0,MI 51.54%,Over 11 • KKR 91/5,Live Forecast: KKR 177
12.0,KKR 58.25%,Over 12 • KKR 106/5,Live Forecast: KKR 186
13.0,MI 50.45%,Over 13 • KKR 109/5,Live Forecast: KKR 178
14.0,KKR 53.92%,Over 14 • KKR 121/5,Live Forecast: KKR 182
15.0,MI 50.45%,Over 15 • KKR 128/5,Live Forecast: KKR 178
16.0,MI 56.92%,Over 16 • KKR 133/5,Live Forecast: KKR 172
17.0,KKR 52.83%,Over 17 • KKR 153/7,Live Forecast: KKR 181
18.0,MI 56.92%,Over 18 • KKR 155/9,Live Forecast: KKR 172
19.0,MI 53.71%,Over 19 • KKR 167/9,Live Forecast: KKR 175
1.0,MI 58.82%,Over 1 • MI 6/0,MI needed 164 runs from 114 balls
2.0,MI 56.2%,Over 2 • MI 16/1,MI needed 154 runs from 108 balls
3.0,MI 59.04%,Over 3 • MI 25/1,MI needed 145 runs from 102 balls
4.0,MI 70.85%,Over 4 • MI 38/1,MI needed 132 runs from 96 balls
5.0,MI 56.25%,Over 5 • MI 41/2,MI needed 129 runs from 90 balls
6.0,KKR 50.59%,Over 6 • MI 46/3,MI needed 124 runs from 84 balls
7.0,KKR 64.41%,Over 7 • MI 49/3,MI needed 121 runs from 78 balls
8.0,KKR 66.21%,Over 8 • MI 54/3,MI needed 116 runs from 72 balls
9.0,KKR 69.31%,Over 9 • MI 61/4,MI needed 109 runs from 66 balls
10.0,KKR 71.34%,Over 10 • MI 67/4,MI needed 103 runs from 60 balls
11.0,KKR 82.4%,Over 11 • MI 71/5,MI needed 99 runs from 54 balls
12.0,KKR 94.7%,Over 12 • MI 82/6,MI needed 88 runs from 48 balls
13.0,KKR 92.94%,Over 13 • MI 90/6,MI needed 80 runs from 42 balls
14.0,KKR 58.3%,Over 14 • MI 110/6,MI needed 60 runs from 36 balls
15.0,MI 53.76%,Over 15 • MI 119/6,MI needed 51 runs from 30 balls
16.0,KKR 90.16%,Over 16 • MI 124/7,MI needed 46 runs from 24 balls
17.0,KKR 95.36%,Over 17 • MI 127/7,MI needed 43 runs from 18 balls
18.0,KKR 93.8%,Over 18 • MI 138/7,MI needed 32 runs from 12 balls
19.0,KKR 100%,Over 19 • MI 145/10,KKR won by 24 runs
