over,win_probability,over_info,forecast
1.0,LSG 55.04%,Over 1 • LSG 12/0,Live Forecast: LSG 177
2.0,LSG 53.92%,Over 2 • LSG 19/0,Live Forecast: LSG 176
3.0,LSG 61.6%,Over 3 • LSG 32/0,Live Forecast: LSG 183
4.0,LSG 58.35%,Over 4 • LSG 36/0,Live Forecast: LSG 180
5.0,LSG 57.26%,Over 5 • LSG 46/0,Live Forecast: LSG 179
6.0,LSG 56.15%,Over 6 • LSG 54/1,Live Forecast: LSG 178
7.0,LSG 51.67%,Over 7 • LSG 59/1,Live Forecast: LSG 174
8.0,RCB 53.94%,Over 8 • LSG 62/1,Live Forecast: LSG 169
9.0,LSG 53.92%,Over 9 • LSG 73/2,Live Forecast: LSG 176
10.0,LSG 67.77%,Over 10 • LSG 84/2,Live Forecast: LSG 189
11.0,LSG 67.77%,Over 11 • LSG 90/2,Live Forecast: LSG 189
12.0,LSG 64.75%,Over 12 • LSG 102/2,Live Forecast: LSG 186
13.0,LSG 81.85%,Over 13 • LSG 121/2,Live Forecast: LSG 206
14.0,LSG 79.04%,Over 14 • LSG 129/3,Live Forecast: LSG 202
15.0,LSG 67.77%,Over 15 • LSG 131/3,Live Forecast: LSG 189
16.0,LSG 63.71%,Over 16 • LSG 141/3,Live Forecast: LSG 185
17.0,LSG 50.55%,Over 17 • LSG 143/4,Live Forecast: LSG 173
18.0,RCB 55.05%,Over 18 • LSG 148/5,Live Forecast: LSG 168
19.0,LSG 58.35%,Over 19 • LSG 168/5,Live Forecast: LSG 180
20.0,LSG 59.45%,Over 20 • LSG 181/5,Live Forecast: LSG 181
1.0,LSG 63.86%,Over 1 • RCB 3/0,RCB needed 179 runs from 114 balls
2.0,LSG 59.76%,Over 2 • RCB 13/0,RCB needed 169 runs from 108 balls
3.0,LSG 53.42%,Over 3 • RCB 25/0,RCB needed 157 runs from 102 balls
4.0,RCB 56.57%,Over 4 • RCB 36/0,RCB needed 146 runs from 96 balls
5.0,RCB 51.08%,Over 5 • RCB 42/1,RCB needed 140 runs from 90 balls
6.0,LSG 67.04%,Over 6 • RCB 48/3,RCB needed 134 runs from 84 balls
7.0,LSG 77.09%,Over 7 • RCB 54/3,RCB needed 128 runs from 78 balls
8.0,LSG 85.46%,Over 8 • RCB 59/4,RCB needed 123 runs from 72 balls
9.0,LSG 92.1%,Over 9 • RCB 60/4,RCB needed 122 runs from 66 balls
10.0,LSG 95.42%,Over 10 • RCB 63/4,RCB needed 119 runs from 60 balls
11.0,LSG 94.85%,Over 11 • RCB 72/4,RCB needed 110 runs from 54 balls
12.0,LSG 90.26%,Over 12 • RCB 85/4,RCB needed 97 runs from 48 balls
13.0,LSG 86.54%,Over 13 • RCB 94/5,RCB needed 88 runs from 42 balls
14.0,LSG 90.87%,Over 14 • RCB 103/5,RCB needed 79 runs from 36 balls
15.0,LSG 98.97%,Over 15 • RCB 104/6,RCB needed 78 runs from 30 balls
16.0,LSG 96.59%,Over 16 • RCB 123/6,RCB needed 59 runs from 24 balls
17.0,LSG 97.51%,Over 17 • RCB 136/7,RCB needed 46 runs from 18 balls
18.0,LSG 99.76%,Over 18 • RCB 138/9,RCB needed 44 runs from 12 balls
19.0,LSG 99.46%,Over 19 • RCB 152/9,RCB needed 30 runs from 6 balls
20.0,LSG 100%,Over 20 • RCB 153/10,LSG won by 28 runs
