over,win_probability,over_info,forecast
1.0,RR 55.25%,KKR 2/0,Live Forecast: KKR 169
2.0,RR 54.14%,KKR 12/0,Live Forecast: KKR 170
3.0,RR 54.14%,KKR 20/0,Live Forecast: KKR 170
4.0,KKR 50.32%,KKR 26/1,Live Forecast: KKR 174
5.0,KKR 64.51%,KKR 40/1,Live Forecast: KKR 187
6.0,KKR 78.11%,KKR 56/1,Live Forecast: KKR 202
7.0,KKR 82.36%,KKR 64/1,Live Forecast: KKR 208
8.0,KKR 87.47%,KKR 74/1,Live Forecast: KKR 217
9.0,KKR 89.29%,KKR 89/1,Live Forecast: KKR 221
10.0,KKR 89.71%,KKR 100/1,Live Forecast: KKR 222
11.0,KKR 85.38%,KKR 110/2,Live Forecast: KKR 213
12.0,KKR 88.86%,KKR 125/2,Live Forecast: KKR 220
13.0,KKR 87.95%,KKR 133/3,Live Forecast: KKR 218
14.0,KKR 87.47%,KKR 146/3,Live Forecast: KKR 217
15.0,KKR 88.41%,KKR 161/3,Live Forecast: KKR 219
16.0,KKR 93.14%,KKR 184/3,Live Forecast: KKR 232
17.0,KKR 91.58%,KKR 191/4,Live Forecast: KKR 227
18.0,KKR 90.11%,KKR 198/5,Live Forecast: KKR 223
19.0,KKR 92.24%,KKR 214/5,Live Forecast: KKR 229
20.0,KKR 90.11%,KKR 223/6,Live Forecast: KKR 223
1.0,KKR 89.38%,RR 11/0,RR needed 213 runs from 114 balls
2.0,KKR 90.99%,RR 23/1,RR needed 201 runs from 108 balls
3.0,KKR 89.31%,RR 36/1,RR needed 188 runs from 102 balls
4.0,KKR 86.95%,RR 46/1,RR needed 178 runs from 96 balls
5.0,KKR 93.23%,RR 53/2,RR needed 171 runs from 90 balls
6.0,KKR 82.44%,RR 76/2,RR needed 148 runs from 84 balls
7.0,KKR 72.01%,RR 85/2,RR needed 139 runs from 78 balls
8.0,KKR 64.37%,RR 98/3,RR needed 126 runs from 72 balls
9.0,KKR 90.27%,RR 101/4,RR needed 123 runs from 66 balls
10.0,KKR 92.04%,RR 109/4,RR needed 115 runs from 60 balls
11.0,KKR 93.74%,RR 115/4,RR needed 109 runs from 54 balls
12.0,KKR 95.37%,RR 121/4,RR needed 103 runs from 48 balls
13.0,KKR 98.98%,RR 125/6,RR needed 99 runs from 42 balls
14.0,KKR 99.56%,RR 128/6,RR needed 96 runs from 36 balls
15.0,KKR 98.9%,RR 145/6,RR needed 79 runs from 30 balls
16.0,KKR 96.36%,RR 162/6,RR needed 62 runs from 24 balls
17.0,KKR 96.34%,RR 178/7,RR needed 46 runs from 18 balls
18.0,KKR 86.59%,RR 196/8,RR needed 28 runs from 12 balls
19.0,RR 84.78%,RR 215/8,RR needed 9 runs from 6 balls
20.0,RR 100%,RR 224/8,RR won by 2 wickets (with 0 balls remaining)
