over,win_probability,over_info,forecast,innings
1.0,KKR 59.4%,Over 1 • KKR 10/0,Live Forecast: KKR 183,1
2.0,KKR 57.23%,Over 2 • KKR 18/0,Live Forecast: KKR 181,2
3.0,KKR 71.41%,Over 3 • KKR 37/0,Live Forecast: KKR 195,2
4.0,KKR 86.38%,Over 4 • KKR 57/0,Live Forecast: KKR 216,2
5.0,KKR 91.48%,Over 5 • KKR 68/1,Live Forecast: KKR 228,2
6.0,KKR 82.32%,Over 6 • KKR 70/1,Live Forecast: KKR 209,2
7.0,KKR 78.1%,Over 7 • KKR 81/1,Live Forecast: KKR 203,2
8.0,KKR 74.91%,Over 8 • KKR 86/1,Live Forecast: KKR 199,2
9.0,KKR 82.32%,Over 9 • KKR 100/1,Live Forecast: KKR 209,2
10.0,KKR 85.31%,Over 10 • KKR 110/1,Live Forecast: KKR 214,2
11.0,KKR 94.32%,Over 11 • KKR 129/1,Live Forecast: KKR 238,2
12.0,KKR 94.55%,Over 12 • KKR 140/2,Live Forecast: KKR 239,2
13.0,KKR 95.74%,Over 13 • KKR 155/2,Live Forecast: KKR 245,2
14.0,KKR 92.75%,Over 14 • KKR 162/2,Live Forecast: KKR 232,2
15.0,KKR 91.14%,Over 15 • KKR 171/3,Live Forecast: KKR 227,2
16.0,KKR 89.2%,Over 16 • KKR 178/4,Live Forecast: KKR 222,2
17.0,KKR 90.02%,Over 17 • KKR 190/4,Live Forecast: KKR 224,2
18.0,KKR 89.62%,Over 18 • KKR 200/5,Live Forecast: KKR 223,2
19.0,KKR 91.82%,Over 19 • KKR 217/5,Live Forecast: KKR 229,2
20.0,KKR 93.58%,Over 20 • KKR 235/6,Live Forecast: KKR 235,2
1.0,KKR 93.01%,Over 1 • LSG 11/0,LSG needed 225 runs from 114 balls,2
2.0,KKR 95.1%,Over 2 • LSG 20/1,LSG needed 216 runs from 108 balls,2
3.0,KKR 95.02%,Over 3 • LSG 30/1,LSG needed 206 runs from 102 balls,2
4.0,KKR 93.44%,Over 4 • LSG 43/1,LSG needed 193 runs from 96 balls,2
5.0,KKR 95.84%,Over 5 • LSG 47/1,LSG needed 189 runs from 90 balls,2
6.0,KKR 96.26%,Over 6 • LSG 55/1,LSG needed 181 runs from 84 balls,2
7.0,KKR 96.4%,Over 7 • LSG 65/1,LSG needed 171 runs from 78 balls,2
8.0,KKR 96.37%,Over 8 • LSG 76/2,LSG needed 160 runs from 72 balls,2
9.0,KKR 97.26%,Over 9 • LSG 85/3,LSG needed 151 runs from 66 balls,2
10.0,KKR 97.98%,Over 10 • LSG 96/4,LSG needed 140 runs from 60 balls,2
11.0,KKR 99.18%,Over 11 • LSG 100/4,LSG needed 136 runs from 54 balls,2
12.0,KKR 99.76%,Over 12 • LSG 107/5,LSG needed 129 runs from 48 balls,2
13.0,KKR 99.95%,Over 13 • LSG 111/6,LSG needed 125 runs from 42 balls,2
14.0,KKR 99.96%,Over 14 • LSG 125/7,LSG needed 111 runs from 36 balls,2
15.0,KKR 99.99%,Over 15 • LSG 130/8,LSG needed 106 runs from 30 balls,2
16.0,KKR 99.99%,Over 16 • LSG 137/9,LSG needed 99 runs from 24 balls,2
17.0,KKR 100%,Over 17 • LSG 137/10,KKR won by 98 runs,1
