over,win_probability,over_info,forecast,innings
1.0,SRH 55.64%,Over 1 • SRH 7/0,Live Forecast: SRH 181,1
2.0,SRH 70.18%,Over 2 • SRH 27/0,Live Forecast: SRH 195,2
3.0,SRH 65.26%,Over 3 • SRH 31/0,Live Forecast: SRH 190,2
4.0,SRH 69.23%,Over 4 • SRH 38/0,Live Forecast: SRH 194,2
5.0,SRH 76.34%,Over 5 • SRH 56/0,Live Forecast: SRH 202,2
6.0,SRH 93.14%,Over 6 • SRH 76/0,Live Forecast: SRH 234,2
7.0,SRH 97.82%,Over 7 • SRH 97/0,Live Forecast: SRH 261,2
8.0,SRH 98.7%,Over 8 • SRH 108/0,Live Forecast: SRH 273,2
9.0,SRH 96.03%,Over 9 • SRH 119/1,Live Forecast: SRH 247,2
10.0,SRH 92.85%,Over 10 • SRH 128/1,Live Forecast: SRH 233,2
11.0,SRH 96.35%,Over 11 • SRH 142/1,Live Forecast: SRH 249,2
12.0,SRH 97.3%,Over 12 • SRH 158/1,Live Forecast: SRH 256,2
13.0,SRH 97.52%,Over 13 • SRH 171/2,Live Forecast: SRH 258,2
14.0,SRH 98.08%,Over 14 • SRH 189/2,Live Forecast: SRH 264,2
15.0,SRH 98.24%,Over 15 • SRH 205/2,Live Forecast: SRH 266,2
16.0,SRH 98.38%,Over 16 • SRH 217/2,Live Forecast: SRH 268,2
17.0,SRH 98.24%,Over 17 • SRH 231/3,Live Forecast: SRH 266,2
18.0,SRH 98%,Over 18 • SRH 241/3,Live Forecast: SRH 263,2
19.0,SRH 99.04%,Over 19 • SRH 266/3,Live Forecast: SRH 280,2
20.0,SRH 99.29%,Over 20 • SRH 287/3,Live Forecast: SRH 287,2
1.0,SRH 99.27%,Over 1 • RCB 10/0,RCB needed 278 runs from 114 balls,2
2.0,SRH 99.28%,Over 2 • RCB 21/0,RCB needed 267 runs from 108 balls,2
3.0,SRH 98.99%,Over 3 • RCB 39/0,RCB needed 249 runs from 102 balls,2
4.0,SRH 98.24%,Over 4 • RCB 56/0,RCB needed 232 runs from 96 balls,2
5.0,SRH 97.71%,Over 5 • RCB 70/0,RCB needed 218 runs from 90 balls,2
6.0,SRH 98.12%,Over 6 • RCB 79/0,RCB needed 209 runs from 84 balls,2
7.0,SRH 99.56%,Over 7 • RCB 84/1,RCB needed 204 runs from 78 balls,2
8.0,SRH 99.59%,Over 8 • RCB 100/2,RCB needed 188 runs from 72 balls,2
9.0,SRH 99.73%,Over 9 • RCB 111/3,RCB needed 177 runs from 66 balls,2
10.0,SRH 99.9%,Over 10 • RCB 122/5,RCB needed 166 runs from 60 balls,2
11.0,SRH 99.96%,Over 11 • RCB 127/5,RCB needed 161 runs from 54 balls,2
12.0,SRH 99.98%,Over 12 • RCB 135/5,RCB needed 153 runs from 48 balls,2
13.0,SRH 99.9%,Over 13 • RCB 160/5,RCB needed 128 runs from 42 balls,2
14.0,SRH 99.69%,Over 14 • RCB 181/5,RCB needed 107 runs from 36 balls,2
15.0,SRH 99.92%,Over 15 • RCB 187/6,RCB needed 101 runs from 30 balls,2
16.0,SRH 99.95%,Over 16 • RCB 199/6,RCB needed 89 runs from 24 balls,2
17.0,SRH 99.93%,Over 17 • RCB 216/6,RCB needed 72 runs from 18 balls,2
18.0,SRH 99.91%,Over 18 • RCB 230/6,RCB needed 58 runs from 12 balls,2
19.0,SRH 99.96%,Over 19 • RCB 244/7,RCB needed 44 runs from 6 balls,2
20.0,SRH 100%,Over 20 • RCB 262/7,SRH won by 25 runs,1
