over,win_probability,over_info,forecast,innings
1.0,GT 52.45%,Over 1 • GT 11/0,Live Forecast: GT 168,1
2.0,GT 51.34%,Over 2 • GT 18/0,Live Forecast: GT 167,2
3.0,GT 54.66%,Over 3 • GT 27/0,Live Forecast: GT 170,2
4.0,MI 50.88%,Over 4 • GT 31/1,Live Forecast: GT 165,2
5.0,GT 53.56%,Over 5 • GT 43/1,Live Forecast: GT 169,2
6.0,MI 52%,Over 6 • GT 47/1,Live Forecast: GT 164,2
7.0,GT 56.85%,Over 7 • GT 56/1,Live Forecast: GT 172,2
8.0,GT 62.16%,Over 8 • GT 66/2,Live Forecast: GT 177,2
9.0,GT 55.76%,Over 9 • GT 69/2,Live Forecast: GT 171,2
10.0,GT 66.19%,Over 10 • GT 82/2,Live Forecast: GT 181,2
11.0,GT 77.51%,Over 11 • GT 99/2,Live Forecast: GT 194,2
12.0,GT 77.51%,Over 12 • GT 104/3,Live Forecast: GT 194,2
13.0,GT 62.16%,Over 13 • GT 106/3,Live Forecast: GT 177,2
14.0,GT 55.76%,Over 14 • GT 114/3,Live Forecast: GT 171,2
15.0,GT 56.85%,Over 15 • GT 124/3,Live Forecast: GT 172,2
16.0,GT 57.93%,Over 16 • GT 133/3,Live Forecast: GT 173,2
17.0,GT 51.34%,Over 17 • GT 135/5,Live Forecast: GT 167,2
18.0,GT 61.11%,Over 18 • GT 154/5,Live Forecast: GT 176,2
19.0,GT 57.93%,Over 19 • GT 161/5,Live Forecast: GT 173,2
20.0,GT 52.45%,Over 20 • GT 168/6,Live Forecast: GT 168,2
1.0,GT 63.61%,Over 1 • MI 2/1,MI needed 167 runs from 114 balls,2
2.0,GT 60.97%,Over 2 • MI 11/1,MI needed 158 runs from 108 balls,2
3.0,GT 52.16%,Over 3 • MI 30/2,MI needed 139 runs from 102 balls,2
4.0,MI 57.83%,Over 4 • MI 40/2,MI needed 129 runs from 96 balls,2
5.0,MI 58.63%,Over 5 • MI 46/2,MI needed 123 runs from 90 balls,2
6.0,MI 52.87%,Over 6 • MI 52/2,MI needed 117 runs from 84 balls,2
7.0,GT 54.96%,Over 7 • MI 55/2,MI needed 114 runs from 78 balls,2
8.0,MI 51.54%,Over 8 • MI 64/2,MI needed 105 runs from 72 balls,2
9.0,MI 51%,Over 9 • MI 71/2,MI needed 98 runs from 66 balls,2
10.0,MI 82.36%,Over 10 • MI 88/2,MI needed 81 runs from 60 balls,2
11.0,MI 87.15%,Over 11 • MI 97/2,MI needed 72 runs from 54 balls,2
12.0,MI 92.73%,Over 12 • MI 107/2,MI needed 62 runs from 48 balls,2
13.0,MI 83.94%,Over 13 • MI 112/3,MI needed 57 runs from 42 balls,2
14.0,MI 88.11%,Over 14 • MI 121/3,MI needed 48 runs from 36 balls,2
15.0,MI 82.89%,Over 15 • MI 126/3,MI needed 43 runs from 30 balls,2
16.0,MI 67.95%,Over 16 • MI 130/4,MI needed 39 runs from 24 balls,2
17.0,GT 66.85%,Over 17 • MI 133/4,MI needed 36 runs from 18 balls,2
18.0,GT 74.47%,Over 18 • MI 142/5,MI needed 27 runs from 12 balls,2
19.0,GT 87.37%,Over 19 • MI 150/7,MI needed 19 runs from 6 balls,2
20.0,GT 100%,Over 20 • MI 162/9,GT won by 6 runs,1
