over,win_probability,over_info,forecast
1.0,MI 52.73%,RCB 7/0,Live Forecast: RCB 174
2.0,MI 54.93%,RCB 14/0,Live Forecast: RCB 172
3.0,MI 53.83%,RCB 18/1,Live Forecast: RCB 173
4.0,RCB 50.59%,RCB 28/2,Live Forecast: RCB 177
5.0,MI 50.51%,RCB 35/2,Live Forecast: RCB 176
6.0,RCB 58.32%,RCB 44/2,Live Forecast: RCB 184
7.0,RCB 61.55%,RCB 54/2,Live Forecast: RCB 187
8.0,RCB 72.42%,RCB 67/2,Live Forecast: RCB 198
9.0,RCB 74.18%,RCB 76/2,Live Forecast: RCB 200
10.0,RCB 75.87%,RCB 89/2,Live Forecast: RCB 202
11.0,RCB 63.65%,RCB 93/2,Live Forecast: RCB 189
12.0,RCB 67.7%,RCB 107/3,Live Forecast: RCB 193
13.0,RCB 50.59%,RCB 111/4,Live Forecast: RCB 177
14.0,RCB 55.03%,RCB 121/4,Live Forecast: RCB 181
15.0,RCB 51.71%,RCB 130/4,Live Forecast: RCB 178
16.0,RCB 65.7%,RCB 149/4,Live Forecast: RCB 191
17.0,RCB 55.03%,RCB 154/6,Live Forecast: RCB 181
18.0,RCB 61.55%,RCB 168/6,Live Forecast: RCB 187
19.0,RCB 62.6%,RCB 177/8,Live Forecast: RCB 188
20.0,RCB 70.58%,RCB 196/8,Live Forecast: RCB 196
1.0,RCB 75.71%,MI 2/0,MI needed 195 runs from 114 balls
2.0,RCB 76.42%,MI 9/0,MI needed 188 runs from 108 balls
3.0,RCB 68.32%,MI 23/0,MI needed 174 runs from 102 balls
4.0,RCB 65.31%,MI 32/0,MI needed 165 runs from 96 balls
5.0,MI 66.44%,MI 55/0,MI needed 142 runs from 90 balls
6.0,MI 80.13%,MI 72/0,MI needed 125 runs from 84 balls
7.0,MI 87.17%,MI 84/0,MI needed 113 runs from 78 balls
8.0,MI 88%,MI 92/0,MI needed 105 runs from 72 balls
9.0,MI 84.78%,MI 103/1,MI needed 94 runs from 66 balls
10.0,MI 85.45%,MI 111/1,MI needed 86 runs from 60 balls
11.0,MI 97.31%,MI 135/1,MI needed 62 runs from 54 balls
12.0,MI 98.37%,MI 151/2,MI needed 46 runs from 48 balls
13.0,MI 99.64%,MI 169/2,MI needed 28 runs from 42 balls
14.0,MI 99.71%,MI 181/3,MI needed 16 runs from 36 balls
15.0,MI 99.8%,MI 188/3,MI needed 9 runs from 30 balls
16.0,MI 100%,MI 199/3,MI won by 7 wickets (with 27 balls remaining)
