over,win_probability,over_info,forecast
1.0,KKR 65%,KKR 12/0,Live Forecast: KKR 191
2.0,KKR 67.01%,KKR 23/0,Live Forecast: KKR 193
3.0,KKR 62.93%,KKR 27/0,Live Forecast: KKR 189
4.0,KKR 83.94%,KKR 55/0,Live Forecast: KKR 214
5.0,KKR 85.68%,KKR 63/1,Live Forecast: KKR 217
6.0,KKR 88.68%,KKR 75/3,Live Forecast: KKR 223
7.0,KKR 83.32%,KKR 83/3,Live Forecast: KKR 213
8.0,KKR 83.94%,KKR 93/3,Live Forecast: KKR 214
9.0,KKR 82.69%,KKR 102/4,Live Forecast: KKR 212
10.0,KKR 77.7%,KKR 107/4,Live Forecast: KKR 205
11.0,KKR 76.1%,KKR 114/4,Live Forecast: KKR 203
12.0,KKR 80.67%,KKR 126/4,Live Forecast: KKR 209
13.0,KKR 82.69%,KKR 137/4,Live Forecast: KKR 212
14.0,KKR 77.7%,KKR 142/5,Live Forecast: KKR 205
15.0,KKR 74.42%,KKR 149/5,Live Forecast: KKR 201
16.0,KKR 70.85%,KKR 155/5,Live Forecast: KKR 197
17.0,KKR 81.36%,KKR 177/5,Live Forecast: KKR 210
18.0,KKR 78.47%,KKR 186/6,Live Forecast: KKR 206
19.0,KKR 86.22%,KKR 206/6,Live Forecast: KKR 218
20.0,KKR 88.22%,KKR 222/6,Live Forecast: KKR 222
1.0,KKR 86.44%,RCB 12/0,RCB needed 211 runs from 114 balls
2.0,KKR 81.89%,RCB 27/0,RCB needed 196 runs from 108 balls
3.0,KKR 86.53%,RCB 35/1,RCB needed 188 runs from 102 balls
4.0,KKR 88.65%,RCB 45/2,RCB needed 178 runs from 96 balls
5.0,KKR 90.93%,RCB 52/2,RCB needed 171 runs from 90 balls
6.0,KKR 77.52%,RCB 74/2,RCB needed 149 runs from 84 balls
7.0,KKR 79.45%,RCB 78/2,RCB needed 145 runs from 78 balls
8.0,KKR 74.2%,RCB 89/2,RCB needed 134 runs from 72 balls
9.0,KKR 80.46%,RCB 100/2,RCB needed 123 runs from 66 balls
10.0,RCB 63.62%,RCB 122/2,RCB needed 101 runs from 60 balls
11.0,RCB 77.85%,RCB 137/2,RCB needed 86 runs from 54 balls
12.0,RCB 62.83%,RCB 145/4,RCB needed 78 runs from 48 balls
13.0,KKR 60.63%,RCB 155/6,RCB needed 68 runs from 42 balls
14.0,KKR 57.13%,RCB 164/6,RCB needed 59 runs from 36 balls
15.0,RCB 54.6%,RCB 174/6,RCB needed 49 runs from 30 balls
16.0,KKR 50.84%,RCB 181/6,RCB needed 42 runs from 24 balls
17.0,KKR 68.96%,RCB 186/6,RCB needed 37 runs from 18 balls
18.0,KKR 91.86%,RCB 192/7,RCB needed 31 runs from 12 balls
19.0,KKR 94.02%,RCB 202/8,RCB needed 21 runs from 6 balls
20.0,KKR 100%,RCB 221/10,KKR won by 1 run
