over,win_probability,over_info,forecast,innings
1.0,SRH 69.11%,Over 1 • SRH 19/0,Live Forecast: SRH 194,1
2.0,SRH 80.05%,Over 2 • SRH 40/0,Live Forecast: SRH 207,2
3.0,SRH 88.71%,Over 3 • SRH 62/0,Live Forecast: SRH 222,2
4.0,SRH 95.23%,Over 4 • SRH 83/0,Live Forecast: SRH 243,2
5.0,SRH 97.47%,Over 5 • SRH 103/0,Live Forecast: SRH 258,2
6.0,SRH 99.17%,Over 6 • SRH 125/0,Live Forecast: SRH 284,2
7.0,SRH 98.2%,Over 7 • SRH 133/2,Live Forecast: SRH 266,2
8.0,SRH 97.13%,Over 8 • SRH 138/2,Live Forecast: SRH 255,2
9.0,SRH 97.96%,Over 9 • SRH 154/3,Live Forecast: SRH 263,2
10.0,SRH 96.45%,Over 10 • SRH 158/4,Live Forecast: SRH 250,2
11.0,SRH 95.43%,Over 11 • SRH 162/4,Live Forecast: SRH 244,2
12.0,SRH 97%,Over 12 • SRH 175/4,Live Forecast: SRH 254,2
13.0,SRH 97.25%,Over 13 • SRH 184/4,Live Forecast: SRH 256,2
14.0,SRH 97.68%,Over 14 • SRH 194/4,Live Forecast: SRH 260,2
15.0,SRH 97.68%,Over 15 • SRH 205/4,Live Forecast: SRH 260,2
16.0,SRH 97%,Over 16 • SRH 210/4,Live Forecast: SRH 254,2
17.0,SRH 97.25%,Over 17 • SRH 221/5,Live Forecast: SRH 256,2
18.0,SRH 97.13%,Over 18 • SRH 230/5,Live Forecast: SRH 255,2
19.0,SRH 97.78%,Over 19 • SRH 250/5,Live Forecast: SRH 261,2
20.0,SRH 98.2%,Over 20 • SRH 266/7,Live Forecast: SRH 266,2
1.0,SRH 98.36%,Over 1 • DC 16/1,DC needed 251 runs from 114 balls,2
2.0,SRH 99.02%,Over 2 • DC 25/2,DC needed 242 runs from 108 balls,2
3.0,SRH 97.09%,Over 3 • DC 55/2,DC needed 212 runs from 102 balls,2
4.0,SRH 97.34%,Over 4 • DC 61/2,DC needed 206 runs from 96 balls,2
5.0,SRH 94.07%,Over 5 • DC 81/2,DC needed 186 runs from 90 balls,2
6.0,SRH 96.05%,Over 6 • DC 88/2,DC needed 179 runs from 84 balls,2
7.0,SRH 94.31%,Over 7 • DC 109/3,DC needed 158 runs from 78 balls,2
8.0,SRH 78.77%,Over 8 • DC 131/3,DC needed 136 runs from 72 balls,2
9.0,SRH 87.55%,Over 9 • DC 136/4,DC needed 131 runs from 66 balls,2
10.0,SRH 97.22%,Over 10 • DC 138/4,DC needed 129 runs from 60 balls,2
11.0,SRH 98.34%,Over 11 • DC 143/4,DC needed 124 runs from 54 balls,2
12.0,SRH 98.44%,Over 12 • DC 153/4,DC needed 114 runs from 48 balls,2
13.0,SRH 99.56%,Over 13 • DC 157/5,DC needed 110 runs from 42 balls,2
14.0,SRH 99.8%,Over 14 • DC 159/5,DC needed 108 runs from 36 balls,2
15.0,SRH 99.92%,Over 15 • DC 166/6,DC needed 101 runs from 30 balls,2
16.0,SRH 99.94%,Over 16 • DC 179/6,DC needed 88 runs from 24 balls,2
17.0,SRH 99.98%,Over 17 • DC 188/6,DC needed 79 runs from 18 balls,2
18.0,SRH 99.99%,Over 18 • DC 199/6,DC needed 68 runs from 12 balls,2
19.0,SRH 99.99%,Over 19 • DC 199/9,DC needed 68 runs from 6 balls,2
20.0,SRH 100%,Over 20 • DC 199/10,SRH won by 67 runs,1
