over,win_probability,over_info,forecast
1.0,KKR 54.17%,Over 1 • KKR 7/0,Live Forecast: KKR 177
2.0,KKR 60.73%,Over 2 • KKR 20/0,Live Forecast: KKR 183
3.0,KKR 72.58%,Over 3 • KKR 38/0,Live Forecast: KKR 195
4.0,KKR 88.49%,Over 4 • KKR 59/0,Live Forecast: KKR 219
5.0,KKR 91.94%,Over 5 • KKR 70/0,Live Forecast: KKR 228
6.0,KKR 90.16%,Over 6 • KKR 76/0,Live Forecast: KKR 223
7.0,KKR 84.37%,Over 7 • KKR 83/0,Live Forecast: KKR 211
8.0,KKR 91.61%,Over 8 • KKR 105/0,Live Forecast: KKR 227
9.0,KKR 97.47%,Over 9 • KKR 118/0,Live Forecast: KKR 256
10.0,KKR 99.15%,Over 10 • KKR 137/0,Live Forecast: KKR 282
11.0,KKR 96.88%,Over 11 • KKR 144/1,Live Forecast: KKR 251
12.0,KKR 95.06%,Over 12 • KKR 151/1,Live Forecast: KKR 240
13.0,KKR 95.82%,Over 13 • KKR 169/2,Live Forecast: KKR 244
14.0,KKR 95.82%,Over 14 • KKR 176/2,Live Forecast: KKR 244
15.0,KKR 95.99%,Over 15 • KKR 190/2,Live Forecast: KKR 245
16.0,KKR 97.13%,Over 16 • KKR 206/3,Live Forecast: KKR 253
17.0,KKR 96.74%,Over 17 • KKR 215/3,Live Forecast: KKR 250
18.0,KKR 98.26%,Over 18 • KKR 239/3,Live Forecast: KKR 265
19.0,KKR 98.03%,Over 19 • KKR 249/4,Live Forecast: KKR 262
20.0,KKR 97.95%,Over 20 • KKR 261/6,Live Forecast: KKR 261
1.0,KKR 97.97%,Over 1 • PBKS 8/0,PBKS needed 254 runs from 114 balls
2.0,KKR 97.62%,Over 2 • PBKS 22/0,PBKS needed 240 runs from 108 balls
3.0,KKR 95.44%,Over 3 • PBKS 45/0,PBKS needed 217 runs from 102 balls
4.0,KKR 94.71%,Over 4 • PBKS 57/0,PBKS needed 205 runs from 96 balls
5.0,KKR 93.47%,Over 5 • PBKS 69/0,PBKS needed 193 runs from 90 balls
6.0,KKR 87.29%,Over 6 • PBKS 93/1,PBKS needed 169 runs from 84 balls
7.0,KKR 94.79%,Over 7 • PBKS 94/1,PBKS needed 168 runs from 78 balls
8.0,KKR 93.42%,Over 8 • PBKS 108/1,PBKS needed 154 runs from 72 balls
9.0,KKR 92.65%,Over 9 • PBKS 120/1,PBKS needed 142 runs from 66 balls
10.0,KKR 88.92%,Over 10 • PBKS 132/1,PBKS needed 130 runs from 60 balls
11.0,KKR 79.09%,Over 11 • PBKS 149/1,PBKS needed 113 runs from 54 balls
12.0,PBKS 73.61%,Over 12 • PBKS 173/1,PBKS needed 89 runs from 48 balls
13.0,PBKS 53.59%,Over 13 • PBKS 179/2,PBKS needed 83 runs from 42 balls
14.0,PBKS 75.63%,Over 14 • PBKS 196/2,PBKS needed 66 runs from 36 balls
15.0,KKR 54.38%,Over 15 • PBKS 201/2,PBKS needed 61 runs from 30 balls
16.0,KKR 57.67%,Over 16 • PBKS 210/2,PBKS needed 52 runs from 24 balls
17.0,PBKS 75.58%,Over 17 • PBKS 228/2,PBKS needed 34 runs from 18 balls
18.0,PBKS 99.61%,Over 18 • PBKS 253/2,PBKS needed 9 runs from 12 balls
19.0,PBKS 100%,Over 19 • PBKS 262/2,PBKS won by 8 wickets (with 8 balls remaining)
