over,win_probability,over_info,forecast,innings
1.0,RR 50.15%,Over 1 • RR 3/0,Live Forecast: RR 170,1
2.0,LSG 50.97%,Over 2 • RR 13/1,Live Forecast: RR 169,2
3.0,RR 54.62%,Over 3 • RR 24/1,Live Forecast: RR 174,2
4.0,RR 56.83%,Over 4 • RR 32/1,Live Forecast: RR 176,2
5.0,RR 69.21%,Over 5 • RR 49/2,Live Forecast: RR 188,2
6.0,RR 69.21%,Over 6 • RR 54/2,Live Forecast: RR 188,2
7.0,RR 67.28%,Over 7 • RR 59/2,Live Forecast: RR 186,2
8.0,LSG 50.97%,Over 8 • RR 63/2,Live Forecast: RR 169,2
9.0,RR 71.07%,Over 9 • RR 84/2,Live Forecast: RR 190,2
10.0,RR 77%,Over 10 • RR 89/2,Live Forecast: RR 197,2
11.0,RR 88.49%,Over 11 • RR 104/2,Live Forecast: RR 216,2
12.0,RR 80.66%,Over 12 • RR 110/2,Live Forecast: RR 202,2
13.0,RR 76.21%,Over 13 • RR 119/2,Live Forecast: RR 196,2
14.0,RR 71.97%,Over 14 • RR 128/2,Live Forecast: RR 191,2
15.0,RR 77%,Over 15 • RR 143/3,Live Forecast: RR 197,2
16.0,RR 73.72%,Over 16 • RR 149/3,Live Forecast: RR 193,2
17.0,RR 71.07%,Over 17 • RR 158/4,Live Forecast: RR 190,2
18.0,RR 72.86%,Over 18 • RR 171/4,Live Forecast: RR 192,2
19.0,RR 71.07%,Over 19 • RR 179/4,Live Forecast: RR 190,2
20.0,RR 73.72%,Over 20 • RR 193/4,Live Forecast: RR 193,2
1.0,RR 81.81%,Over 1 • LSG 4/1,LSG needed 190 runs from 114 balls,2
2.0,RR 83.45%,Over 2 • LSG 10/1,LSG needed 184 runs from 108 balls,2
3.0,RR 91.51%,Over 3 • LSG 11/2,LSG needed 183 runs from 102 balls,2
4.0,RR 92.24%,Over 4 • LSG 22/3,LSG needed 172 runs from 96 balls,2
5.0,RR 89.4%,Over 5 • LSG 32/3,LSG needed 162 runs from 90 balls,2
6.0,RR 80.64%,Over 6 • LSG 47/3,LSG needed 147 runs from 84 balls,2
7.0,RR 74.75%,Over 7 • LSG 57/3,LSG needed 137 runs from 78 balls,2
8.0,RR 86.56%,Over 8 • LSG 61/4,LSG needed 133 runs from 72 balls,2
9.0,RR 93.9%,Over 9 • LSG 66/4,LSG needed 128 runs from 66 balls,2
10.0,RR 93.4%,Over 10 • LSG 76/4,LSG needed 118 runs from 60 balls,2
11.0,RR 81.56%,Over 11 • LSG 93/4,LSG needed 101 runs from 54 balls,2
12.0,RR 69.71%,Over 12 • LSG 102/4,LSG needed 92 runs from 48 balls,2
13.0,LSG 60.59%,Over 13 • LSG 122/4,LSG needed 72 runs from 42 balls,2
14.0,LSG 56.42%,Over 14 • LSG 129/4,LSG needed 65 runs from 36 balls,2
15.0,RR 65.94%,Over 15 • LSG 134/4,LSG needed 60 runs from 30 balls,2
16.0,RR 67.76%,Over 16 • LSG 145/4,LSG needed 49 runs from 24 balls,2
17.0,RR 86.68%,Over 17 • LSG 152/5,LSG needed 42 runs from 18 balls,2
18.0,RR 96.51%,Over 18 • LSG 156/6,LSG needed 38 runs from 12 balls,2
19.0,RR 96.5%,Over 19 • LSG 167/6,LSG needed 27 runs from 6 balls,2
20.0,RR 100%,Over 20 • LSG 173/6,RR won by 20 runs,1
