over,win_probability,over_info,forecast
1.0,PBKS 50.75%,SRH 4/0,Live Forecast: SRH 173
2.0,PBKS 54.1%,SRH 10/0,Live Forecast: SRH 170
3.0,SRH 55.96%,SRH 26/0,Live Forecast: SRH 179
4.0,PBKS 50.75%,SRH 28/2,Live Forecast: SRH 173
5.0,SRH 53.73%,SRH 39/3,Live Forecast: SRH 177
6.0,PBKS 64.8%,SRH 40/3,Live Forecast: SRH 160
7.0,PBKS 62.74%,SRH 47/3,Live Forecast: SRH 162
8.0,PBKS 58.49%,SRH 56/3,Live Forecast: SRH 166
9.0,PBKS 57.41%,SRH 61/3,Live Forecast: SRH 167
10.0,PBKS 58.49%,SRH 66/4,Live Forecast: SRH 166
11.0,SRH 53.73%,SRH 81/4,Live Forecast: SRH 177
12.0,SRH 55.96%,SRH 90/4,Live Forecast: SRH 179
13.0,SRH 61.41%,SRH 100/4,Live Forecast: SRH 184
14.0,SRH 51.5%,SRH 111/5,Live Forecast: SRH 175
15.0,SRH 68.57%,SRH 133/5,Live Forecast: SRH 191
16.0,SRH 69.53%,SRH 146/5,Live Forecast: SRH 192
17.0,SRH 59.26%,SRH 152/7,Live Forecast: SRH 182
18.0,SRH 51.5%,SRH 156/8,Live Forecast: SRH 175
19.0,SRH 59.26%,SRH 171/8,Live Forecast: SRH 182
20.0,SRH 59.26%,SRH 182/9,Live Forecast: SRH 182
1.0,SRH 65.3%,PBKS 1/0,PBKS needed 182 runs from 114 balls
2.0,SRH 78.85%,PBKS 2/1,PBKS needed 181 runs from 108 balls
3.0,SRH 82.34%,PBKS 11/2,PBKS needed 172 runs from 102 balls
4.0,SRH 85.02%,PBKS 14/2,PBKS needed 169 runs from 96 balls
5.0,SRH 88.74%,PBKS 20/3,PBKS needed 163 runs from 90 balls
6.0,SRH 88.15%,PBKS 27/3,PBKS needed 156 runs from 84 balls
7.0,SRH 76.42%,PBKS 40/3,PBKS needed 143 runs from 78 balls
8.0,SRH 72.32%,PBKS 49/3,PBKS needed 134 runs from 72 balls
9.0,SRH 67.24%,PBKS 58/3,PBKS needed 125 runs from 66 balls
10.0,SRH 74.21%,PBKS 66/4,PBKS needed 117 runs from 60 balls
11.0,SRH 84.33%,PBKS 74/4,PBKS needed 109 runs from 54 balls
12.0,SRH 81.5%,PBKS 84/4,PBKS needed 99 runs from 48 balls
13.0,SRH 90.66%,PBKS 91/4,PBKS needed 92 runs from 42 balls
14.0,SRH 97.35%,PBKS 97/5,PBKS needed 86 runs from 36 balls
15.0,SRH 98.04%,PBKS 105/5,PBKS needed 78 runs from 30 balls
16.0,SRH 99.02%,PBKS 116/6,PBKS needed 67 runs from 24 balls
17.0,SRH 97.66%,PBKS 133/6,PBKS needed 50 runs from 18 balls
18.0,SRH 97.25%,PBKS 144/6,PBKS needed 39 runs from 12 balls
19.0,SRH 97.72%,PBKS 154/6,PBKS needed 29 runs from 6 balls
20.0,SRH 100%,PBKS 180/6,SRH won by 2 runs
