over,win_probability,over_info,forecast,innings
1.0,RCB 54.52%,Over 1 • RCB 10/0,Live Forecast: RCB 187,1
2.0,RCB 62.89%,Over 2 • RCB 24/0,Live Forecast: RCB 195,2
3.0,RCB 77.5%,Over 3 • RCB 43/0,Live Forecast: RCB 211,2
4.0,RCB 79.77%,Over 4 • RCB 49/1,Live Forecast: RCB 214,2
5.0,RCB 65.9%,Over 5 • RCB 51/1,Live Forecast: RCB 198,2
6.0,RCB 63.9%,Over 6 • RCB 61/1,Live Forecast: RCB 196,2
7.0,RCB 58.75%,Over 7 • RCB 65/2,Live Forecast: RCB 191,2
8.0,RCB 58.75%,Over 8 • RCB 73/2,Live Forecast: RCB 191,2
9.0,RCB 61.86%,Over 9 • RCB 84/2,Live Forecast: RCB 194,2
10.0,RCB 69.75%,Over 10 • RCB 94/2,Live Forecast: RCB 202,2
11.0,RCB 93.89%,Over 11 • RCB 121/2,Live Forecast: RCB 244,2
12.0,RCB 91.44%,Over 12 • RCB 127/2,Live Forecast: RCB 236,2
13.0,RCB 81.86%,Over 13 • RCB 132/3,Live Forecast: RCB 217,2
14.0,RCB 66.88%,Over 14 • RCB 136/3,Live Forecast: RCB 199,2
15.0,RCB 59.79%,Over 15 • RCB 142/4,Live Forecast: RCB 192,2
16.0,RCB 66.88%,Over 16 • RCB 157/4,Live Forecast: RCB 199,2
17.0,RCB 69.75%,Over 17 • RCB 167/5,Live Forecast: RCB 202,2
18.0,RCB 69.75%,Over 18 • RCB 179/5,Live Forecast: RCB 202,2
19.0,RCB 72.48%,Over 19 • RCB 194/6,Live Forecast: RCB 205,2
20.0,RCB 73.36%,Over 20 • RCB 206/7,Live Forecast: RCB 206,2
1.0,RCB 82.3%,Over 1 • SRH 3/1,SRH needed 204 runs from 114 balls,2
2.0,RCB 83.08%,Over 2 • SRH 11/1,SRH needed 196 runs from 108 balls,2
3.0,RCB 72.87%,Over 3 • SRH 31/1,SRH needed 176 runs from 102 balls,2
4.0,RCB 78.45%,Over 4 • SRH 37/2,SRH needed 170 runs from 96 balls,2
5.0,RCB 84.16%,Over 5 • SRH 56/4,SRH needed 151 runs from 90 balls,2
6.0,RCB 86.22%,Over 6 • SRH 62/4,SRH needed 145 runs from 84 balls,2
7.0,RCB 89.04%,Over 7 • SRH 68/4,SRH needed 139 runs from 78 balls,2
8.0,RCB 97.97%,Over 8 • SRH 72/5,SRH needed 135 runs from 72 balls,2
9.0,RCB 96.93%,Over 9 • SRH 85/5,SRH needed 122 runs from 66 balls,2
10.0,RCB 98.89%,Over 10 • SRH 89/6,SRH needed 118 runs from 60 balls,2
11.0,RCB 98.09%,Over 11 • SRH 104/6,SRH needed 103 runs from 54 balls,2
12.0,RCB 96.14%,Over 12 • SRH 119/6,SRH needed 88 runs from 48 balls,2
13.0,RCB 97.06%,Over 13 • SRH 123/6,SRH needed 84 runs from 42 balls,2
14.0,RCB 99.12%,Over 14 • SRH 126/7,SRH needed 81 runs from 36 balls,2
15.0,RCB 99.25%,Over 15 • SRH 132/7,SRH needed 75 runs from 30 balls,2
16.0,RCB 99.66%,Over 16 • SRH 141/8,SRH needed 66 runs from 24 balls,2
17.0,RCB 99.89%,Over 17 • SRH 144/8,SRH needed 63 runs from 18 balls,2
18.0,RCB 99.79%,Over 18 • SRH 159/8,SRH needed 48 runs from 12 balls,2
19.0,RCB 99.97%,Over 19 • SRH 163/8,SRH needed 44 runs from 6 balls,2
20.0,RCB 100%,Over 20 • SRH 171/8,RCB won by 35 runs,1
