over,win_probability,over_info,forecast
1.0,CSK 54.32%,Over 1 • RR 3/0,Live Forecast: RR 170
2.0,CSK 59.73%,Over 2 • RR 7/0,Live Forecast: RR 165
3.0,CSK 60.79%,Over 3 • RR 14/0,Live Forecast: RR 164
4.0,RR 51.22%,Over 4 • RR 27/0,Live Forecast: RR 175
5.0,RR 60%,Over 5 • RR 36/0,Live Forecast: RR 183
6.0,RR 60%,Over 6 • RR 42/0,Live Forecast: RR 183
7.0,CSK 53.21%,Over 7 • RR 46/1,Live Forecast: RR 171
8.0,CSK 69.72%,Over 8 • RR 49/1,Live Forecast: RR 155
9.0,CSK 69.72%,Over 9 • RR 56/2,Live Forecast: RR 155
10.0,CSK 72.41%,Over 10 • RR 61/2,Live Forecast: RR 152
11.0,CSK 69.72%,Over 11 • RR 68/2,Live Forecast: RR 155
12.0,CSK 69.72%,Over 12 • RR 74/2,Live Forecast: RR 155
13.0,CSK 74.94%,Over 13 • RR 79/2,Live Forecast: RR 149
14.0,CSK 73.27%,Over 14 • RR 89/2,Live Forecast: RR 151
15.0,CSK 77.3%,Over 15 • RR 94/3,Live Forecast: RR 146
16.0,CSK 77.3%,Over 16 • RR 103/3,Live Forecast: RR 146
17.0,CSK 78.05%,Over 17 • RR 113/3,Live Forecast: RR 145
18.0,CSK 78.05%,Over 18 • RR 124/3,Live Forecast: RR 145
19.0,CSK 80.19%,Over 19 • RR 131/3,Live Forecast: RR 142
20.0,CSK 80.87%,Over 20 • RR 141/5,Live Forecast: RR 141
1.0,CSK 79.92%,Over 1 • CSK 4/0,CSK needed 138 runs from 114 balls
2.0,CSK 84.91%,Over 2 • CSK 16/0,CSK needed 126 runs from 108 balls
3.0,CSK 89.16%,Over 3 • CSK 28/0,CSK needed 114 runs from 102 balls
4.0,CSK 87.26%,Over 4 • CSK 34/1,CSK needed 108 runs from 96 balls
5.0,CSK 91.15%,Over 5 • CSK 45/1,CSK needed 97 runs from 90 balls
6.0,CSK 92.87%,Over 6 • CSK 56/1,CSK needed 86 runs from 84 balls
7.0,CSK 96.81%,Over 7 • CSK 66/1,CSK needed 76 runs from 78 balls
8.0,CSK 92.96%,Over 8 • CSK 67/2,CSK needed 75 runs from 72 balls
9.0,CSK 93.42%,Over 9 • CSK 74/2,CSK needed 68 runs from 66 balls
10.0,CSK 92.24%,Over 10 • CSK 77/2,CSK needed 65 runs from 60 balls
11.0,CSK 94.05%,Over 11 • CSK 84/2,CSK needed 58 runs from 54 balls
12.0,CSK 90.99%,Over 12 • CSK 87/3,CSK needed 55 runs from 48 balls
13.0,CSK 91.13%,Over 13 • CSK 92/3,CSK needed 50 runs from 42 balls
14.0,CSK 95.81%,Over 14 • CSK 107/4,CSK needed 35 runs from 36 balls
15.0,CSK 97.44%,Over 15 • CSK 116/4,CSK needed 26 runs from 30 balls
16.0,CSK 97.06%,Over 16 • CSK 121/5,CSK needed 21 runs from 24 balls
17.0,CSK 98.25%,Over 17 • CSK 129/5,CSK needed 13 runs from 18 balls
18.0,CSK 99.16%,Over 18 • CSK 137/5,CSK needed 5 runs from 12 balls
19.0,CSK 100%,Over 19 • CSK 145/5,CSK won by 5 wickets (with 10 balls remaining)
